TG,Common Name,Class,Order,Family,Genus,Species,q,r,Vr,CVN,MA-Yr,RW-Yr,EX-Yr,RL-Yr,GL-Yr,TL-Yr,MA-G,RW-G,EX-G,RL-G,GL-G,TL-G,TI,BS,RA,HI,EF,DE,Mass,Len,Wing,RepT,MinAge,Lifesp,GenF,Gen,RepG,DispA,DirL,IndL,Sev,RanD,N,Dist,Den,Fert,NTr,TrL,Spec,Hum,Status,LegProt
Mam,Townsend's chipmunk,Mammalia,Rodentia,Sciuridae,Tamias,townsendii,11,0.056,0.91,0.938,18.01,19.34,14.53,10.54,16.31,17.32,16.62,17.23,15.45,11.83,15.54,16.14,0,5.541,0.5,0.4,0.5,0.5,74,255,,2,10,60,,,5,4,1,1,2,1,1,3,1500,6,2,4,1,2,LC,1
Mam,American red squirrel,Mammalia,Rodentia,Sciuridae,Tamiasciurus,hudsonicus,41,0.061,0.616,0.867,8.75,16.42,12.06,7.56,9.03,7.33,9.62,15.99,14,8.27,9.99,7.87,1,5.753,0.25,0.2,0.5,0.833,184,315,,2,12,84,,,5,4,1,0,2,1,1,2,200,5,2,4,1,1,CD,2
Mam,Short-tailed shrew,Mammalia,Rodentia,Soricidae,Blarina,brevicauda,37,-0.008,2.315,1.975,11.81,20.72,20.72,16.95,11.66,8.99,10.4,12.78,13.83,14.93,9.93,8.46,0,4.787,0.25,0.2,0.976,0.333,17,120,,2,2,12,,6,5,5,1,1,1,1,1,2,80,12,2,4,2,2,LC,1
Mam,Masked shrew,Mammalia,Rodentia,Soricidae,Sorex,cinereus,41,0.058,2.429,1.044,13.72,20.72,20.72,4.3,13.83,17.9,14.65,20.72,20.72,4.26,14.77,20.72,0,4.5,0.25,0.4,0.643,0.5,4,90,,2,9,24,,,5,4,1,1,2,1,1,2,250,10,2,5,1,2,LC,1
Mam,Florida manatee or West Indian manatee,Mammalia,Sirenia,Trichechidae,Trichechus,manatus,27,0.087,0.105,0.546,5.45,9.35,5.15,5.32,5.16,5.2,6.06,13.44,6.49,5.77,5.45,5.54,1,7.919,0.5,0.8,0.595,0.667,500000,2750,,2,36,600,,120,3,3,1,1,3,2,3,3,,0.5,3,3,2,2,VU,2
Pla,Water stargrass,Monocotyledonae,Commelinales,Pontederiaceae,Heteranthera,dubia,17,-0.201,1.637,0.968,11.6,20.72,20.72,19.8,10.06,9.6,10.28,20.72,20.72,4.34,11.5,10.55,0,7.313,0.25,0.4,0.19,0.5,,1500,,2,12,60,,,2,5,1,1,2,1,2,2,,250,2,1,1,1,LC,1
Pla,Sedge,Monocotyledonae,Cyperales,Cyperaceae,Chaetotropis,lanceolata,12,0.02,1.944,1.199,18.65,20.72,20.72,20.72,20.72,18.65,20.72,20.72,20.72,20.72,20.72,20.72,0,7.313,0.25,0,0.19,0.333,,1500,,2,8,60,,,5,5,1,0,1,1,2,2,,750,2,1,1,2,LC,1
Pla,Spike rush,Monocotyledonae,Cyperales,Cyperaceae,Eleocharis,viridans,12,0.105,1.387,0.823,7.91,20.72,15.18,7.42,8.07,7.35,8.5,20.72,18.36,7.72,8.84,7.74,0,7.313,0.25,0,0.19,0.5,,1500,,2,12,60,,,5,5,1,0,1,1,2,2,,750,2,1,1,2,LC,1
Pla,Blue Grama,Monocotyledonae,Cyperales,Poaceae,Bouteloua,gracilis,22,-0.054,0.127,0.517,13.82,9.74,14.55,5.77,5.82,15.84,8.07,9.64,11.38,6.04,6.15,20.72,0,5.704,0.25,0.6,0.19,0.5,,300,,2,12,60,,,5,5,1,1,2,2,1,2,,500,2,1,1,2,LC,1
Pla,Buffalo grass,Monocotyledonae,Cyperales,Poaceae,Buchloe,dactyloides,22,-0.077,0.265,0.55,13.28,12.27,19.16,12.14,7.74,7.47,12.18,11.92,14.89,11.98,8.5,7.95,0,5.298,0.5,0.2,0.19,0.5,,200,,2,12,60,,,5,5,1,1,1,1,1,3,,400,2,1,1,2,LC,1
Pla,Danthonia,Monocotyledonae,Cyperales,Poaceae,Danthonia,montevidensis,12,0.011,0.938,0.979,10.04,19.12,18.27,7.22,8.2,6.67,10.41,17.57,17.41,8.2,8.97,7.1,0,6.908,0.25,0,0.071,0.167,,1000,,1,10,60,,,5,4,1,0,1,1,1,2,,300,2,1,1,2,LC,1
Pla,Saltgrass,Monocotyledonae,Cyperales,Poaceae,Distichlis,scoparia,10,-0.409,2.723,1.176,20.72,20.72,20.72,20.72,20.72,20.72,20.72,20.72,20.72,20.72,20.72,20.72,0,7.496,0,0,0.071,0.167,,1800,,1,10,60,,,5,4,1,0,1,1,1,1,,300,2,1,1,1,LC,1
Pla,Southern cutgrass or Club-head cutgrass,Monocotyledonae,Cyperales,Poaceae,Leersia,hexandra,12,0.224,0.777,0.477,5.36,18.39,7.43,8.98,5.35,6.42,5.61,18.4,10.61,9.13,5.6,6.95,0,6.908,0,0,0.19,0.333,,1000,,1,12,60,,,5,5,1,0,1,1,1,1,,500,1,1,1,1,LC,1
Pla,Torpedo grass,Monocotyledonae,Cyperales,Poaceae,Panicum,gouinii,19,-0.073,0.394,0.626,5.75,13.94,20.33,6.27,5.68,5.43,5.98,13.73,16.15,6.67,5.92,5.71,0,6.685,0,0,0.19,0.5,,800,,2,12,60,,,5,5,1,0,1,1,1,1,,250,1,1,1,1,LC,1
Pla,Millet,Monocotyledonae,Cyperales,Poaceae,Panicum,milioides,19,-0.023,0.172,0.432,6.85,10.54,12.55,5.45,5.4,5.21,6.96,10.39,11.18,5.75,5.72,5.37,0,8.006,0,0,0.19,0.333,,3000,,1,12,60,,,5,5,1,0,1,1,1,1,,250,1,1,1,1,LC,1
Pla,Water crown grass,Monocotyledonae,Cyperales,Poaceae,Paspalidium,paludivagum,12,0.15,0.43,0.58,7.46,14.68,6.83,5.79,7.11,6,7.87,14.57,9.48,6.05,7.63,6.95,0,6.685,0,0.4,0.19,0.5,,800,,2,12,60,,,5,5,1,1,2,1,1,1,,200,1,1,1,1,LC,1
Pla,Dallisgrass,Monocotyledonae,Cyperales,Poaceae,Paspalum,dilatatum,12,0.204,1.081,0.819,7.5,21.17,9.37,7.1,14.77,20.72,8.66,20.52,13.53,7.4,15.71,20.72,0,7.313,0,0,0.19,0.333,,1500,,1,12,60,,,5,5,1,0,1,1,1,1,,250,1,1,1,1,LC,1
Pla,Water crowngrass,Monocotyledonae,Cyperales,Poaceae,Paspalum,hydrophilum,10,-0.04,0.034,0.277,7.68,7.09,10.65,5.32,5.14,10.61,6.88,6.77,7.75,5.52,5.29,20.72,0,6.908,0,0,0.071,0.167,,1000,,1,10,60,,,5,4,1,0,1,1,1,1,,300,2,1,1,1,LC,1
Pla,Sand knotgrass or Seashore paspalum,Monocotyledonae,Cyperales,Poaceae,Paspalum,vaginatum,10,-0.3,9.134,1.394,20.72,20.72,20.72,20.72,20.72,20.72,20.72,20.72,20.72,20.72,20.72,20.72,0,5.011,0,0,0.19,0.333,,150,,1,12,60,,,5,5,1,0,1,1,1,1,,150,1,1,1,1,LC,1
Pla,Knotroot bristlegrass,Monocotyledonae,Cyperales,Poaceae,Setaria,parviflora,12,-0.169,2.486,0.863,20.72,20.72,20.72,20.72,20.72,20.72,20.72,20.72,20.72,20.72,20.72,20.72,0,6.215,0,0.2,0.19,0.5,,500,,2,12,60,,,5,5,1,0,2,1,1,1,,200,2,1,1,1,LC,1
Pla,Water Millfoil,Monocotyledonae,Haloragales,Haloragaceae,Myriophyllum,sibiricum,17,0.163,1.145,0.667,6.46,20.72,11.03,13.32,6.41,6.66,6.89,20.72,15.11,19.41,6.82,7.03,0,7.09,0,0.2,0.19,0.333,,1200,,1,12,60,,,2,5,1,0,2,1,1,1,,300,1,1,1,1,LC,1
Pla,Canadian pondweed or waterweed,Monocotyledonae,Hydrocharitales,Hydrocharitaceae,Elodea,canadensis,14,-0.179,0.801,0.595,15.67,18.61,20.72,9.66,8.04,7.47,13.35,13.95,17.05,9.88,8.34,7.68,0,5.704,0,0.4,0.19,0.167,,300,,1,6,60,,,2,5,1,1,2,1,1,1,,200,2,1,1,2,LC,1
Pla,American eelgrass,Monocotyledonae,Hydrocharitales,Hydrocharitaceae,Vallisneria,americana,14,-0.174,0.595,0.432,11.3,16.38,20.72,7.43,6.06,6.08,10.51,12.66,15.56,7.72,6.31,6.33,0,7.313,0,0.4,0.071,0.167,,1500,,1,6,60,,,2,4,1,1,2,1,1,1,,2000,1,1,1,1,LC,1
Pla,South American rush,Monocotyledonae,Juncales,Juncaceae,Juncus,microcephalus,12,0.111,8.588,1.097,17.81,20.72,20.72,20.72,20.72,17.81,19.99,20.72,20.72,20.72,20.72,19.99,0,6.908,0,0.2,0.19,0.167,,1000,,1,10,60,,,2,5,1,0,2,1,1,1,,400,2,1,1,1,LC,1
Pla,Iris,Monocotyledonae,Liliales,Iridaceae,Sisyrinchium,platense,10,-0.603,3.469,1.004,20.72,20.72,20.72,20.72,20.72,20.72,20.72,20.72,20.72,20.72,20.72,20.72,0,5.298,0.25,0.2,0.19,0.333,,200,,1,12,60,,,2,5,1,1,1,1,1,2,,435,2,1,1,2,LC,1
Pla,Early spider orchid,Monocotyledonae,Orchidales,Orchidaceae,Ophrys,sphegodes,9,0.071,0.075,0.255,6.93,8.56,5.06,4.66,4.57,4.66,6.76,7.96,6.01,4.76,4.76,4.72,1,5.991,0.25,0.8,0.548,0.5,,400,,2,10,144,,,5,5,1,1,3,2,3,2,,435,2,1,2,2,CD,2
Fis,Common eel,Osteichthyes,Anguilliformes,Anguillidae,Anguilla,anguilla,15,-0.179,0.378,0.961,12.64,14.08,20.72,11.23,8.19,18.24,7.99,20.72,20.72,4.28,11.37,20.72,1,6.957,0.25,0.4,0.405,0.833,2750,1050,,2,180,300,216,,1,2,1,1,2,1,1,2,,1450000,3,5,1,2,LC,1
Fis,Conger,Osteichthyes,Anguilliformes,Congridae,Conger,conger,15,0.033,0.338,0.399,7.36,13.11,10.7,5.76,5.82,5.39,7.3,20.72,19.16,6.72,6.48,5.81,0,7.601,0,0.4,0.524,0.833,13176,2000,,2,60,120,204,,1,3,1,1,2,1,1,1,,3000000,2,5,1,2,LC,1
Fis,Greater lizardfish,Osteichthyes,Aulopiformes,Synodontidae,Saurida,tumbil,9,-0.213,0.055,0.52,20.72,9.17,20.72,20.72,20.72,20.72,20.72,12.21,20.72,20.72,20.72,20.72,1,5.991,0,0.2,0.405,0.667,660,400,,2,30,144,42,,1,2,1,0,2,1,1,1,,200000,3,5,1,2,LC,1
Fis,Blueback herring,Osteichthyes,Clupeiformes,Clupeidae,Alosa,aestivalis,20,0.154,0.515,0.598,6.12,15.65,7.32,6.32,5.63,5.78,7.11,20.72,11.19,8.1,6.04,6.23,0,5.298,0.25,0.4,0.405,0.833,60,200,,2,48,180,56,,1,2,1,1,2,1,1,2,,200000,2,5,1,2,LC,1
Fis,Twaite shad,Osteichthyes,Clupeiformes,Clupeidae,Alosa,fallax,15,0.235,4.499,1.195,10.95,20.72,20.72,13.3,10.89,10.22,13.06,20.72,20.72,16.93,12.96,11.72,1,6.109,0.25,0.4,0.405,0.667,500,450,,2,36,300,24,,1,2,1,1,2,1,1,2,,10000,2,5,1,2,DD,1
Fis,Anadromous alewife,Osteichthyes,Clupeiformes,Clupeidae,Alosa,pseudoharengus,20,0.23,0.478,0.763,6.64,15.58,5.89,6.93,5.73,6.33,6.52,20.72,8.31,8.31,6.1,6.94,0,5.598,0.25,0.4,0.405,0.833,155,270,,2,48,96,48,,1,2,1,1,2,1,1,2,,150000,2,5,1,2,LC,1
Fis,Anadromous American shad,Osteichthyes,Clupeiformes,Clupeidae,Alosa,sapidissima,20,0.017,0.233,0.417,6.44,11.62,10.4,5.54,5.29,5.29,8.09,19.58,16.74,5.97,5.58,5.68,0,6.397,0,0.4,0.405,0.833,1200,600,,2,48,120,72,,1,2,1,1,2,1,1,1,,300000,2,5,1,2,LC,1
Fis,Atlantic menhaden,Osteichthyes,Clupeiformes,Clupeidae,Brevoortia,tyrannus,35,-0.057,0.349,1.242,9.37,13.36,18.11,9.45,7.15,6.84,10.42,16.89,20.72,11.66,8.18,7.56,0,5.94,0.25,0.4,0.405,0.667,1200,380,,2,24,120,24,,1,2,1,1,2,1,1,2,,335000,2,5,1,2,LC,1
Fis,Atlantic herring,Osteichthyes,Clupeiformes,Clupeidae,Clupea,harengus,15,0.13,5.063,1.45,10.52,20.72,20.72,10.14,11.41,9.72,12.59,20.72,20.72,11.81,14.44,10.82,0,5.704,0,0.4,0.405,0.667,308,300,,2,36,120,36,,1,2,1,1,2,1,1,1,,140000,2,5,1,2,LC,1
Fis,Spanish sardine,Osteichthyes,Clupeiformes,Clupeidae,Sardina,pilchardus,14,0.106,0.03,0.426,4.29,7.3,4.17,4.3,4.37,4.23,4.35,8.72,4.48,4.37,4.46,4.28,1,5.273,0.25,0.2,0.405,0.667,63,195,,2,24,120,24,,1,2,1,0,2,1,1,2,,50000,3,5,1,2,LC,1
Fis,Brazilian sardine,Osteichthyes,Clupeiformes,Clupeidae,Sardinella,brasiliensis,15,-0.058,0.065,0.359,8.54,8.24,13.26,5.37,5.01,5.09,9.61,9.82,13.87,5.88,5.24,5.29,1,5.298,0.25,0.6,0.524,0.667,66,200,,2,24,120,14,,1,3,1,1,3,1,1,2,,60000,3,5,1,2,LC,1
Fis,Sardine,Osteichthyes,Clupeiformes,Clupeidae,Sardinops,sagax,39,-0.273,0.731,1.181,20.72,18.38,20.72,20.72,20.72,20.72,20.72,20.72,20.72,20.72,20.72,20.72,1,5.298,0.25,0.4,0.405,0.667,60,200,,2,24,240,22,,1,2,1,0,3,1,1,2,,200000,3,5,1,2,LC,1
Fis,Sprat,Osteichthyes,Clupeiformes,Clupeidae,Sprattus,sprattus,15,0.085,0.971,0.783,10.6,19.65,13.82,9.54,6.34,6.45,8.8,20.72,17.74,12.43,6.74,6.82,0,4.787,0.25,0.2,0.524,0.667,15,120,,2,14,72,16,,1,3,1,0,2,1,1,2,,10000,2,5,1,2,LC,1
Fis,South African anchovy,Osteichthyes,Clupeiformes,Engraulidae,Engraulis,capensis,17,0.015,0.093,0.381,7.73,8.87,7.78,5.36,5.13,5.17,7.67,8.56,8.16,5.68,5.26,5.31,1,4.868,0.25,0.4,0.262,0.5,10,130,,2,12,36,30,,1,2,1,0,3,1,1,2,,25000,3,4,1,2,LC,1
Fis,Northern anchovy,Osteichthyes,Clupeiformes,Engraulidae,Engraulis,mordax,37,0.049,0.257,0.838,6.35,12,8.6,6.26,5.68,20.72,6.75,12.08,10.16,6.72,5.89,20.72,0,5.193,0.25,0.2,0.405,0.5,60,180,,2,12,36,36,,1,2,1,0,2,1,1,2,,25000,2,5,1,2,LC,1
Fis,Peruvian anchovy,Osteichthyes,Clupeiformes,Engraulidae,Engraulis,ringens,28,0.001,0.475,0.666,9.34,14.99,14.94,7.56,5.97,6.45,9.42,14.34,14.8,8.15,6.32,6.77,1,4.787,0.25,0.4,0.381,0.5,15,120,,2,12,36,12,,1,3,1,1,2,1,1,2,,25000,3,4,1,2,LC,1
Fis,Bream,Osteichthyes,Cypriniformes,Cyprinidae,Abramis,brama,10,0.083,0.209,0.465,9.33,11.35,6.55,5.39,5.61,5.34,11.58,14.23,8.9,5.73,6.02,5.63,0,5.991,0.25,0.4,0.524,0.667,680,400,,2,24,204,60,,1,3,1,1,2,1,1,2,,215000,2,5,1,2,LC,1
Fis,Roach,Osteichthyes,Cypriniformes,Cyprinidae,Rutilus,rutilus,10,-0.024,0.081,0.186,6.13,8.61,10.59,4.57,4.78,4.52,7.36,11.8,14.35,4.78,4.94,4.71,0,5.704,0.25,0.4,0.381,0.667,320,300,,2,36,180,48,,1,3,1,1,2,1,1,2,,170000,2,4,1,2,LC,1
Fis,Cusk,Osteichthyes,Gadiformes,Gadidae,Brosme,brosme,11,-0.043,1.122,0.553,8.16,20.72,20.72,20.72,20.72,8.16,9.17,20.72,20.72,20.72,20.72,9.17,0,6.685,0,0.2,0.405,0.833,3500,800,,2,72,240,72,,1,2,1,0,2,1,1,1,,2000000,2,5,1,2,LC,1
Fis,5-bearded rockling,Osteichthyes,Gadiformes,Gadidae,Ciliata,mustela,15,0.056,1.141,0.809,10.5,20.72,16.67,10.93,8.28,7.24,12.48,20.72,18.34,14.66,9,7.69,0,5.298,0.25,0.4,0.381,0.5,50,200,,2,12,36,12,,2,3,1,1,2,1,1,2,,9000,2,4,1,2,LC,1
Fis,Northern rockling,Osteichthyes,Gadiformes,Gadidae,Ciliata,septentrionalis,15,0.119,0.998,0.664,8.12,20.08,11.99,7.16,7.96,9.18,8.81,19.97,15.54,7.52,8.66,12.14,0,5.011,0,0.4,0.381,0.5,20,150,,2,12,48,24,,2,3,1,1,2,1,1,1,,10000,2,4,1,2,LC,1
Fis,Pacific cod,Osteichthyes,Gadiformes,Gadidae,Gadus,macrocephalus,13,-0.049,0.049,0.39,7.42,7.63,11.95,5.12,4.57,4.78,9.43,10.23,15.75,5.42,4.74,5,1,6.685,0,0.4,0.405,0.667,7100,800,,2,36,96,48,,1,2,1,1,2,1,1,1,,1200000,3,5,1,2,LC,1
Fis,Atlantic Cod,Osteichthyes,Gadiformes,Gadidae,Gadus,morhua,15,0.189,2.606,1.23,10.05,20.72,17.25,9.11,11.2,20.72,12.2,20.72,20.72,11.36,14.69,20.72,1,6.745,0,0.6,0.381,0.833,6400,850,,2,60,240,72,,1,3,1,1,3,1,1,1,,2000000,3,4,1,2,LC,1
Fis,Haddock,Osteichthyes,Gadiformes,Gadidae,Melanogrammus,aeglefinus,59,-0.033,0.062,0.553,8.6,8.09,10.88,8.73,5.95,6.51,12.53,11.86,16.58,13.05,6.89,7.65,1,6.215,0.25,0.4,0.524,0.833,1200,500,,2,48,192,48,,1,3,1,0,3,1,2,2,,700000,3,5,1,2,VU,2
Fis,Whiting,Osteichthyes,Gadiformes,Gadidae,Merlangius,merlangus,15,0.059,0.455,0.565,5.77,14.73,10.41,5.72,5.38,5.65,6.17,20.72,16.75,6.42,5.71,6.03,1,5.858,0.25,0.2,0.405,0.667,500,350,,2,36,240,36,,1,2,1,0,2,1,1,2,,400000,3,5,1,2,LC,1
Fis,Silver hake,Osteichthyes,Gadiformes,Gadidae,Merluccius,bilinearis,32,-0.012,0.078,0.955,8.54,8.5,9.51,7.45,7.09,8.91,11.7,11.81,12.7,9.55,8.84,15.69,1,6.215,0.25,0.4,0.405,0.667,912,500,,2,36,144,45,,1,2,1,0,3,1,1,2,,350000,3,5,1,2,LC,1
Fis,Shallow water hake,Osteichthyes,Gadiformes,Gadidae,Merluccius,capensis,19,-0.074,0.029,0.52,9.47,7.08,13.74,8.24,5.2,5.33,8.89,10.1,20.72,11.81,5.68,5.85,1,5.991,0,0.2,0.405,0.833,980,400,,2,48,144,84,,1,2,1,0,2,1,1,1,,300000,3,5,1,2,LC,1
Fis,Peruvian hake,Osteichthyes,Gadiformes,Gadidae,Merluccius,gayi,15,0.033,0.009,0.156,5.06,5.79,4.27,4.51,4.46,20.72,5.95,7.33,4.59,4.72,4.59,20.72,1,6.215,0.25,0.2,0.405,0.833,800,500,,2,48,144,60,,1,2,1,0,2,1,1,2,,200000,3,5,1,2,LC,1
Fis,Hake,Osteichthyes,Gadiformes,Gadidae,Merluccius,merluccius,13,-0.35,2.693,0.921,5.83,20.72,20.72,4.4,10.44,20.72,6.56,20.72,20.72,4.49,13.22,20.72,1,6.215,0.25,0.4,0.405,0.833,1000,500,,2,48,144,84,,1,2,1,0,3,1,1,2,,2000000,3,5,1,2,LC,1
Fis,Blue whiting,Osteichthyes,Gadiformes,Gadidae,Micromesistius,poutassou,20,-0.005,0.031,0.427,6.78,6.94,7.3,5.57,5.04,5.25,8.65,9.04,9.45,6.28,5.31,5.7,1,5.858,0.25,0.6,0.405,0.667,350,350,,2,36,156,55,,1,2,1,1,3,1,1,2,,200000,3,5,1,2,LC,1
Fis,Ling,Osteichthyes,Gadiformes,Gadidae,Molva,molva,21,0.143,0.994,1.135,12.47,20.07,10.93,20.72,20.72,8.65,13.95,20.72,18.92,20.72,20.72,12.97,0,7.313,0.25,0.4,1,0.833,20000,1500,,2,60,144,108,,1,4,1,1,2,1,1,2,,30000000,2,5,2,2,LC,1
Fis,Pollack,Osteichthyes,Gadiformes,Gadidae,Pollachius,pollachius,15,-0.073,1.715,0.777,8.47,20.72,20.72,17.78,8.23,7.72,9.6,20.72,20.72,4.47,9.75,8.56,0,6.908,0.25,0.4,0.405,0.667,8000,1000,,2,36,120,72,,1,2,1,1,2,1,1,2,,2000000,2,5,1,2,LC,1
Fis,Saithe,Osteichthyes,Gadiformes,Gadidae,Pollachius,virens,33,-0.042,0.046,0.679,10,7.54,11.22,12.47,16.08,14.47,12.08,10.17,14.78,20.72,20.72,19.72,0,6.685,0.25,0.4,0.405,0.667,4800,800,,2,36,240,72,,1,2,1,1,2,1,1,2,,250000,2,5,1,2,LC,1
Fis,Walleye pollock,Osteichthyes,Gadiformes,Gadidae,Theragra,chalcogramma,11,0.2,0.366,0.625,6.23,14.27,5.73,5.39,6.14,5.14,6.25,20.72,7.9,5.88,6.33,5.39,1,6.215,0,0.4,0.524,0.667,830,500,,2,36,180,98,,1,3,1,0,3,1,1,1,,5000000,3,5,1,2,LC,1
Fis,Norway pout,Osteichthyes,Gadiformes,Gadidae,Trisopterus,esmarkii,15,0.146,2.962,1,8.61,20.72,20.72,10.38,8.59,8.94,10.34,20.72,20.72,12.95,10.31,9.96,1,5.298,0.25,0.4,0.405,0.833,80,200,,2,48,84,30,,1,2,1,1,2,1,1,2,,40000,3,5,1,2,LC,1
Fis,Pout,Osteichthyes,Gadiformes,Gadidae,Trisopterus,luscus,15,-0.082,1.442,1.559,10.52,20.72,20.72,12.84,8.57,8.5,12.19,20.72,20.72,15.33,9.54,9.45,0,5.704,0,0.4,0.524,0.5,400,300,,2,14,60,20,,1,3,1,1,2,1,1,1,,400000,2,5,1,2,LC,1
Fis,Poor-cod,Osteichthyes,Gadiformes,Gadidae,Trisopterus,minutus,15,-0.131,2.122,1.334,9.25,20.72,20.72,20.04,8.25,8.32,9.22,20.72,20.72,4.14,9.71,9.51,0,5.298,0.25,0.4,0.524,0.833,100,200,,2,48,120,40,,1,3,1,1,2,1,1,2,,20000,2,5,1,2,LC,1
Fis,Red hake,Osteichthyes,Gadiformes,Gadidae,Urophycis,chuss,14,-0.097,0.049,0.438,11.96,7.9,16.32,16.52,7.41,7.92,10.16,11.16,20.72,4.44,10.3,11.15,0,5.991,0.25,0.4,0.524,0.833,480,400,,2,42,180,56,,1,3,1,1,2,1,1,2,,1000000,2,5,1,2,LC,1
Fis,White hake,Osteichthyes,Gadiformes,Gadidae,Urophycis,tenuis,16,0.003,0.026,0.368,6.44,6.7,6.52,5.11,5.11,5.02,9.11,9.8,9.25,5.57,5.59,5.39,1,6.551,0.25,0.2,0.524,0.833,2800,700,,2,60,312,114,,1,3,1,0,2,1,1,2,,2000000,3,5,1,2,LC,1
Fis,Snake pipefish,Osteichthyes,Gasterosteiformes,Syngnathidae,Entelurus,aequoreus,15,-0.107,0.746,0.664,7.98,17.91,20.72,6.73,8.55,10.96,9.22,17.45,20.72,7.76,9.39,15.71,0,5.858,0.25,0.4,0.643,0.667,15,350,,2,12,84,30,,4,4,1,1,2,1,1,2,,1000,2,5,1,2,LC,1
Fis,Nillson's pipefish,Osteichthyes,Gasterosteiformes,Syngnathidae,Syngnathus,rostellatus,13,-0.138,0.886,0.642,13.24,19,20.72,20.72,20.72,6.77,13.27,18.86,20.72,20.72,20.72,6.99,0,4.787,0.25,0.2,0.524,0.667,60,120,,2,12,48,16,,1,3,1,1,1,1,1,2,,50,2,5,1,2,LC,1
Fis,Monkfish,Osteichthyes,Lophiiformes,Lophiidae,Lophius,piscatorius,21,0.126,0.645,0.594,7.08,16.87,9.24,20.72,20.72,6.63,7.24,20.72,15.19,20.72,20.72,7.11,1,7.003,0.25,0.6,0.524,0.833,16769,1100,,2,72,168,120,,1,3,1,1,3,1,2,2,,1320000,3,5,1,2,LC,1
Fis,Sand eel,Osteichthyes,Perciformes,Ammodytidae,Ammodytes,marinus,14,0.062,0.598,0.566,8.66,16.26,11.81,6.88,8.4,5.66,8.6,21.39,17.07,8.73,8.59,5.89,0,5.193,0.25,0.2,0.381,0.667,20,180,,2,24,120,12,,2,3,1,1,1,1,1,2,,15000,2,4,1,2,LC,1
Fis,Wolffish,Osteichthyes,Perciformes,Anarhichadidae,Anarhichas,lupus,21,0.161,0.835,0.932,11.51,18.75,9.2,20.72,20.72,7.9,12.8,20.72,14.85,20.72,20.72,12.32,0,6.908,0.25,0.2,0.524,0.833,10380,1000,,2,72,120,96,,4,3,1,1,1,1,1,2,,12000,2,5,1,2,LC,1
Fis,Cape horse mackerel,Osteichthyes,Perciformes,Carangidae,Trachurus,capensis,17,-0.057,0.055,0.348,6.51,7.9,12.79,5.02,4.67,4.79,7.22,12.65,20.72,5.37,4.87,5.03,1,5.704,0.25,0.2,0.524,0.833,219,300,,2,60,264,78,,1,3,1,0,2,1,1,2,,300000,3,5,1,2,LC,1
Fis,Lumpsucker,Osteichthyes,Perciformes,Cyclopteridae,Cyclopterus,lumpus,15,-0.146,3.544,2.107,11.63,20.72,20.72,4.48,11.87,10.43,15.63,20.72,20.72,4.42,16.03,13.17,0,5.991,0,0.4,0.405,0.833,2500,400,,2,48,96,84,,1,2,1,1,2,1,1,1,,200000,2,5,1,2,LC,1
Fis,Dragonet,Osteichthyes,Perciformes,Dragonettidea,Callionymus,lyra,15,-0.022,1.14,0.752,7.66,20.72,20.72,6.82,7.96,8.68,8.8,20.72,20.72,7.29,9.28,12.46,0,5.521,0.25,0.4,0.524,0.667,80,250,,2,24,72,24,,4,3,1,1,2,1,1,2,,,2,5,1,2,LC,1
Fis,Spotted dragonet,Osteichthyes,Perciformes,Dragonettidea,Callionymus,maculatus,15,0.168,2.727,0.932,17.28,20.72,19.21,20.72,20.72,10.45,12.3,20.72,20.72,20.72,20.72,12.3,0,4.787,0,0,0.524,0.667,50,120,,2,24,72,24,,4,3,1,0,1,1,1,1,,,2,5,1,2,LC,1
Fis,Transparent goby,Osteichthyes,Perciformes,Gobiidae,Aphia,minuta,15,0.134,2.773,1.203,8.95,20.72,20.72,4.53,9.8,8.59,9.87,20.72,20.72,4.28,10.99,9.17,0,4.094,0.25,0.2,0.524,0.333,10,60,,2,12,12,12,,4,3,1,0,2,1,1,2,,500,2,5,1,2,LC,1
Fis,Sand goby,Osteichthyes,Perciformes,Gobiidae,Pomatoschistus,minutus,15,0.017,0.54,0.646,10.95,15.6,14.35,6.74,6.24,6.47,10.45,14.13,13.32,7.19,6.53,6.83,0,4.248,0.25,0.4,0.643,0.333,40,70,,2,10,36,14,,4,4,1,1,2,1,1,2,,2000,2,5,1,2,LC,1
Fis,Blue marlin,Osteichthyes,Perciformes,Istrophoridae,Makaira,nigricans,13,0.127,0.172,0.788,8.96,10.83,5.29,20.72,20.72,5.62,15.36,19.91,6.58,20.72,20.72,6.21,1,8.006,0,0.4,0.286,0.833,233000,3000,,2,60,480,46,,1,1,1,1,2,1,1,1,,100000000,3,5,1,2,LC,1
Fis,Striped marlin,Osteichthyes,Perciformes,Istrophoridae,Tetrapturus,audax,28,0.001,1.701,0.761,7.86,20.72,20.72,19.37,7.18,7.12,7.78,20.72,20.72,4.35,8.01,7.85,1,7.65,0,0.4,0.286,0.667,83000,2100,,2,36,300,46,,1,1,1,0,3,1,1,1,,20000000,3,5,1,2,LC,1
Fis,Common sea snail,Osteichthyes,Perciformes,Liparidae,Liparis,liparis,15,-0.069,0.393,1.044,11.93,14.13,19.82,7.35,6.75,20.72,8.48,21.75,20.72,8.7,7.71,20.72,0,4.942,0.25,0.4,0.524,0.667,200,140,,2,36,120,48,,1,3,1,1,2,1,2,2,,,2,5,1,2,LC,1
