mass_1,mass_2,mass_3,mass_4,mass_5,mass_6,mass_7,mass_8,mass_9,mass_10,mass_11,mass_12,mass_13,mass_14,mass_15,mass_16,mass_17,mass_18,mass_19,mass_20,mass_21,mass_22,mass_23,mass_24,mass_25,mass_26,mass_27,mass_28,mass_29,mass_30,mass_31
1768.227240452932,1715.5240033327711,1668.9378291002047,1598.7539699606455,1559.9712232364127,1510.7548437224375,1470.077690003494,1438.1306517058467,1396.032367601601,1354.66922434943,1322.9811695477165,1289.453888203719,1248.5231025873784,1216.5429924341954,1193.343256537729,1162.6980311507527,1141.9645894748385,1114.4127050458096,1084.036390670132,1061.542760880769,1035.3945489692396,1016.255559593257,994.6026873152764,972.5246230713421,951.3793446271317,930.0666989289148,906.9116406160799,891.934435837739,876.4001322362956,854.3867118210728,840.9110430276212
1897.0837575353441,1839.024773918405,1786.6315824698534,1711.5959237482352,1667.398555926602,1613.571240052017,1568.7169159582302,1532.9597414144603,1486.7652452148068,1441.7573816199306,1406.7406668973074,1370.0471955301045,1325.9289097366109,1290.6367576252462,1264.794899973058,1231.2463288735903,1207.9516544003302,1178.3077896009204,1145.0084050290686,1120.0608325970197,1091.7036454035301,1070.3900686422887,1046.7164749240183,1022.671713798238,999.4705578830599,976.011664688697,951.1556716712098,934.4851179120662,917.2726434540776,893.7195863768852,878.4412078092107
1974.6106214536815,1913.3292999532316,1857.3966264375827,1779.5398362353153,1732.0209503366239,1675.4361538881237,1628.0667225323418,1589.9930555634674,1541.3417750811234,1494.1649906167781,1457.1408781207656,1418.55284162663,1372.559417622856,1335.2718225066676,1307.8277340209008,1272.541706639609,1247.6859919795495,1216.8149311440197,1181.7643188265577,1155.332781721826,1125.6670313374107,1103.0346751522263,1078.1536389047951,1052.9385880639184,1028.5050420223804,1003.7559874760664,977.9083053257134,960.2108807375405,941.9841802562798,917.540059749466,901.1556917835046
2034.5277046166934,1970.7559619508377,1912.0657166859057,1832.0759505181393,1781.9591614976741,1723.2513014876697,1673.9371358202604,1634.06150310777,1583.5152084102583,1534.6737282782976,1496.0959143748214,1456.0486716740693,1408.6266676305656,1369.7955550849583,1341.107076986187,1304.4827747961353,1278.4108857936913,1246.6066119549478,1210.2061648670601,1182.6240817800065,1151.956933948235,1128.3002917797837,1102.490122193601,1076.3769136477486,1050.993116917684,1025.2475118665482,998.6488290873749,980.1538622691115,961.141103992037,936.0255399976127,918.7759746998189
2085.1392656267262,2019.2638685604759,1958.229954921782,1876.4693238870427,1824.138002499353,1763.6420619305127,1712.6845933662305,1671.279264166005,1619.1346896071434,1568.8945866472702,1529.0028910114993,1487.7263369019827,1439.1110718558607,1398.9752948485584,1369.2317134308623,1331.4799332624025,1304.374414243945,1271.7917979867734,1234.2535128433478,1205.6971861014208,1174.1906515332596,1149.6654985134196,1123.0731399452181,1096.2053872182853,1070.0203667804517,1043.4333500557323,1016.2104061923114,997.0391981642198,977.3610206635077,951.6895868137035,933.7023630688409
2129.9192153238873,2062.182544003462,1999.0643988832783,1915.7597305355473,1861.4541914273223,1799.380080790301,1746.9682131941263,1704.203839941498,1650.6469353430732,1599.1749277395224,1558.1196460134324,1515.7578412750304,1466.0967481893208,1424.8059942666482,1394.125942433725,1355.3787797202667,1327.354044872989,1294.0901163371207,1255.546843436668,1226.1267641843415,1193.8823605455223,1168.5863248263695,1141.3038610439849,1113.7715594724095,1086.878707736846,1059.5475035233349,1031.7797211696254,1012.0082919892038,991.7403000563103,965.5854323745128,946.9404756943864
2170.6847285286735,2101.2536354467484,2036.2296901415418,1951.5374862563574,1895.4229263424186,1831.9152067370314,1778.1789731779184,1734.1729449864065,1679.3317443548146,1626.7426861895415,1584.6272636114427,1541.2794165289306,1490.6741467491424,1448.3314494487986,1416.7965455583787,1377.1449694537118,1348.2797048521663,1314.401378869538,1274.9446008135856,1244.7368012126694,1211.8244938801126,1185.8247409009311,1157.9155955363678,1129.7807507724779,1102.2443781405857,1074.2359208199523,1045.978111233646,1025.658759107167,1004.8529804631681,978.2647046913082,959.0169403013
2208.517873060903,2137.5142363889927,2070.7145820657224,1984.7496905002492,1926.946431579075,1862.1107886809186,1807.1451622815323,1761.9830968461897,1705.9511647785218,1652.3290812031712,1609.2290544511143,1564.9676887198623,1513.4927288923209,1470.1733345947546,1437.8431275023506,1397.3536390070049,1367.7052102905047,1333.2615403068469,1292.958123431018,1262.0180993645836,1228.4891116500735,1201.8346437025207,1173.3451930239657,1144.6531730541055,1116.520282733452,1087.8834726150635,1059.1758630251124,1038.346742397292,1017.0411551043505,990.0562313570729,970.2456496440768
2244.1208017611507,2171.6373158212755,2103.1606137955096,2016.010986118585,1956.6101440381642,1890.5270599542748,1834.4042608897073,1788.1511267411884,1730.9996711318902,1676.408614905012,1632.3814044408327,1587.261742231187,1534.9740096444168,1490.7351299479383,1457.6548305631309,1416.3780659840527,1385.9899767806892,1351.0184686208663,1309.9193158683702,1278.2892270266946,1244.1826482496344,1216.910667446563,1187.8762369747265,1158.6616311752719,1129.968001876071,1100.740038500221,1071.6134353843702,1050.3035119190556,1028.5269710674647,1001.1735989999861,980.8304702638234
2277.978129522924,2204.0873463657476,2134.0105238321075,2045.745637751664,1984.8181125503568,1917.5506895422027,1860.3272325214487,1813.033724426071,1754.8185299701838,1699.3087910909044,1654.3993095511298,1608.4646412814677,1555.4089661172775,1510.2953627864863,1476.5002746744894,1434.4759293102081,1403.38209754763,1367.912315825943,1326.0573192751199,1293.770114012822,1259.1166775529475,1231.2562321549453,1201.7045279919312,1171.9944984111253,1142.7681660349199,1112.9781743022195,1083.4569111748078,1061.6888011891078,1039.4638611693772,1011.764364578062,990.9122308150934
