mass_1,mass_2,mass_3,mass_4,mass_5,mass_6,mass_7,mass_8,mass_9,mass_10,mass_11,mass_12,mass_13,mass_14,mass_15,mass_16,mass_17,mass_18,mass_19,mass_20,mass_21,mass_22,mass_23,mass_24,mass_25,mass_26,mass_27,mass_28,mass_29,mass_30,mass_31
2568.016341746054,2470.434722709205,2381.260378064936,2270.474486871827,2190.114690840568,2105.377039543462,2024.8496639920068,1943.2901841354712,1868.4122316684852,1810.2457364939225,1764.4795923656125,1683.864177198537,1625.1269618438055,1582.2580861289962,1510.3145989010509,1476.8659151726706,1434.6373480054554,1396.8921022881932,1339.2133298399194,1307.51983201432,1270.995267537897,1226.4197032152397,1200.0604999620232,1164.468888454322,1135.918843267389,1109.6147086634355,1076.0642762932662,1044.5184744459739,1015.3500126180842,994.2705342298434,975.9801804802938
2862.1380835399004,2748.05636707689,2642.123832591665,2517.4972530038713,2423.554330831631,2326.1486732627336,2233.5346669208884,2141.3494336871113,2055.902035375839,1987.383180057959,1933.2876249970445,1844.0696360146053,1777.4327224453664,1727.8192375094638,1647.8493799725213,1608.0375837025379,1559.0174722258753,1515.1970678459472,1452.0029287685143,1415.1859789611635,1372.934858601809,1322.9420294230003,1292.154488500687,1252.444153595235,1219.569444842779,1189.413235258381,1151.7341809207023,1116.350006705909,1084.120554244381,1059.6585859462425,1038.3064614217578
3044.1168616893256,2919.6718416150784,2803.136834039132,2670.0561249073608,2567.5874240307853,2462.3101004513237,2362.1836560659012,2263.47870388887,2171.4970060679652,2096.4606742813285,2037.1162956930307,1942.7294992537045,1871.230457426323,1817.4102746704525,1732.5943123634906,1688.7600172324342,1635.4979316003155,1587.8838152056157,1521.4188432939845,1481.4004482546409,1435.5800525279824,1382.284659592386,1348.723511762402,1306.5144937705973,1270.9517901524214,1238.4079429360945,1198.208482567017,1160.483770590806,1126.4176128471397,1099.8436934054798,1076.5746832737818
3187.2441970807413,3054.5723733445507,2929.583564452883,2789.9073470919056,2680.6733903466866,2569.188451469301,2463.1367105320237,2359.3307586302512,2262.212386774735,2181.995135773196,2118.4760758394887,2020.0991333949755,1944.7885426608111,1887.6433547483443,1799.074590601197,1752.0348149894076,1695.4169761987966,1644.802149740042,1575.8337621217017,1533.2820982077785,1484.641764438607,1428.7729208368992,1393.0139486932944,1348.8639302076153,1311.1811957433936,1276.7574284734117,1234.5922795112265,1195.043485758977,1159.5606519851335,1131.316376317066,1106.5288092283781
3309.7865412931046,3170.0209386051856,3037.7184334541507,2892.4306931747697,2777.3651680018083,2660.5545582608615,2549.4187275416325,2441.263060551688,2339.748504042499,2255.059403908308,2187.935606328342,2086.191760856586,2007.6260696228412,1947.6233259679952,1855.8800775842888,1806.0684221436668,1746.5647488433676,1693.3697109416823,1622.3033127730694,1577.5726900012742,1526.5096996977936,1468.4533105130567,1430.8019067464897,1385.0059479672125,1345.5042437198254,1309.46962691311,1265.6324146313834,1224.532889640509,1187.8554405995083,1158.1749641242995,1132.0801097753276
3419.4384056409376,3273.2877605204226,3134.3843992456837,2984.1018246835697,2863.7888615870097,2742.204720215368,2626.5114318986693,2514.476754257262,2409.029744687482,2320.312366340404,2249.940380752838,2145.220527407414,2063.748303301304,2001.1806020340039,1906.6255124573322,1854.3131677436702,1792.217791620648,1736.7057546533206,1663.7957522934191,1617.1079339583202,1563.8709890768228,1503.8689049082323,1464.5162031391706,1417.2592617454115,1376.1270860198447,1338.650114130639,1293.3248407618178,1250.8458916994005,1213.113099995101,1182.1429921670224,1154.8730823240348
3520.246087683357,3368.1953733133882,3223.1783314178083,3068.3249202069537,2943.1643178626396,2817.185207593077,2697.295524275013,2581.7052220538612,2472.6439743486735,2380.20179577837,2306.8255491507603,2199.3990504011563,2115.2596506474065,2050.3274976324437,1953.2103008141967,1898.5826881234864,1834.0971292782847,1776.4484436991206,1701.8704402078365,1653.377352971507,1598.1369096580147,1536.3554361774898,1495.4323399634209,1446.8416853397357,1404.2082899876782,1365.4045483609473,1318.7177135026805,1274.977132015311,1236.284977814599,1204.1256672118711,1175.771273131381
3614.630061555708,3457.0300589058334,3306.2510070017647,3147.1357302797232,3017.416753544847,2887.3173301657785,2763.4931960329395,2644.582650446446,2532.1383435517564,2436.190791955443,2359.98662998051,2250.0504877952676,2163.417996759842,2096.266734107545,1996.7698870912682,1939.9609318998887,1873.2312220027331,1813.5765929660834,1737.4593651413427,1687.2710898982239,1630.1507397969351,1566.7111008608179,1524.3124094015072,1474.4809119889244,1430.4400804928966,1390.393494708056,1342.4372755051054,1297.5209164868904,1257.9396092393242,1224.6638806095195,1195.2906022625734
3704.1677228659637,3541.2815499869457,3385.0035315470004,3221.8605487011364,3087.8002622973704,2953.787420459526,2826.2261385395614,2704.17345382215,2588.5205534710826,2489.232127439582,2410.332223489689,2298.036493781321,2209.042493243942,2139.7814673807748,2038.0437478051272,1979.1536993056984,1910.2896542179149,1848.7273858389576,1771.169388185844,1719.3686923524544,1660.4614502591178,1595.4555577609597,1551.6524953162448,1500.6506761141036,1455.273060865522,1414.046918325336,1364.8911709792744,1318.8641235047903,1278.447156451335,1244.1097531752998,1213.7668862182786
3789.952442187107,3621.9823037910764,3460.4067040995806,3293.418424611588,3155.183730264026,3017.4173635611687,2886.271398021296,2761.215029672567,2642.488695994725,2539.985712427377,2458.491530543453,2343.953876431041,2252.7005122345413,2181.4140869453972,2077.5441115745743,2016.6497941394764,1945.7360886141003,1882.3419929973966,1803.420798054587,1750.0714866399614,1689.4491481284824,1622.9486436736806,1577.796061405736,1525.6789975609158,1479.0192060669744,1436.662484874575,1386.361626541963,1339.2746188471147,1298.0639532712898,1262.7070951151377,1231.432612446516
3872.7785072169763,3699.882240555399,3533.1654773095056,3362.476798529471,3220.1980656717033,3078.8038983439396,2944.1931144567593,2816.242755661443,2694.549598932293,2588.9305541094395,2504.921179110098,2388.235845623615,2294.803898758726,2221.558264214681,2115.6428282887973,2052.8039859171467,1979.907001517575,1914.7405258568715,1834.518640833085,1779.6707203838585,1717.3896471370176,1649.451483229406,1602.9923133552259,1549.8038993547923,1501.904874396313,1458.4561546119041,1407.0534118012126,1358.946764955992,1316.9760268588107,1280.6328217486862,1248.4564543944762
3953.2448205712944,3775.5467125019118,3603.8111517775205,3429.5387544038012,3283.31873134328,3138.3967028252505,3000.416364991985,2869.6600555802966,2745.0851624958727,2636.427506963648,2549.9650917214644,2431.2087602932506,2335.662918216767,2260.510541092744,2152.6200596851786,2087.8835054740057,2013.0558064895563,1946.164037837641,1864.6926965631658,1808.3857504770635,1744.4906512758157,1675.1607346647738,1627.4289022438256,1573.2046308846336,1524.1005127435571,1479.590531836216,1427.1207139023786,1378.02692275196,1335.3234879662311,1298.0201619549498,1264.965413084512
4031.8169571654894,3849.415128790297,3672.75653903064,3494.9952277934967,3344.9151252680977,3196.5451124600186,3055.271342749178,2921.780319008127,2794.3920472098325,2682.7568115210383,2593.890296451319,2473.126076258727,2375.5185293849427,2298.5011903896357,2188.693408685549,2122.095858430088,2045.3792471938611,1976.7996461803516,1894.1213932134633,1836.386885801443,1770.9133973104,1700.2290739704003,1651.2514847508767,1596.0203436157765,1545.7384235649888,1500.1918203651442,1446.683211273079,1396.6287047990418,1353.215120437956,1314.9725399020492,1281.0580597640678
4108.866274529148,3921.8379002534184,3740.3307208199512,3559.1579046553766,3405.281695471597,3253.5275566436662,3109.0211923414317,2972.8533138919124,2842.7066800579705,2728.141744311487,2636.909486466374,2514.1897339646503,2414.5627170289454,2335.7136576530365,2224.0362721203683,2155.6063472785936,2077.0340235546864,2006.7963564970923,1922.946872230434,1863.8097771499922,1796.7862878852266,1724.7780987280466,1674.576044164771,1618.3618554437217,1566.9239563278368,1520.3605034780371,1465.836198407027,1414.8425834730538,1370.7375720137998,1331.5723194909278,1296.8128772253658
4184.695624056104,3993.1007254966053,3806.801896237481,3622.2808464173404,3464.658391152075,3309.5709061557045,3161.8803044865795,3023.082546250471,2890.2216896432337,2772.764160353545,2679.195844750875,2554.5642143599835,2452.951854386513,2372.297337716736,2258.789902466821,2188.5495862228763,2108.147717211841,2036.2754609018557,1951.284889090082,1890.7648733075844,1822.2138498106553,1748.9068074570057,1697.4969862422,1640.3193810939404,1587.742861155238,1540.1783612537706,1484.6572385723898,1432.7422043820256,1387.9613939338756,1347.8865503324596,1312.2937405440202
4259.556859065743,4063.4411274891454,3872.3929368945387,3684.5752137267427,3523.2445862364675,3364.863644933659,3214.0267706313616,3072.637078532246,2937.097095011787,2816.7750733737894,2720.8931349335317,2594.3861071958,2490.8157994660914,2408.3762717847158,2293.071618975262,2221.037339325465,2138.8262280658146,2065.3376152421506,1979.2315526407458,1917.3438575228477,1847.2828313885952,1772.69737113071,1720.0926493654256,1661.9677937482913,1608.2662938199055,1559.7132465271973,1503.2106916992625,1450.3886834428497,1404.945151939155,1363.970878675189,1327.5536472430654
4333.663118475122,4133.060054911099,3937.292298586699,3746.219595307649,3581.2088462388206,3419.5651093192655,3265.611118880951,3121.6598194015983,2983.468153782972,2860.3020764018333,2762.122778068831,2633.7708219356027,2528.2642749246797,2444.055247058681,2326.98056692275,2253.1640176711308,2169.158989484439,2094.0678020444,2006.8680516628908,1943.6241614230746,1872.066478257298,1796.219180669065,1742.4291685036756,1683.3703148744623,1628.5543254614447,1579.0224338934254,1521.5508895014655,1467.8336202302958,1421.7383093429012,1379.8722900140892,1342.6373329702524
4407.197670112011,4202.130233664151,4001.661875411153,3807.367442909708,3638.6959581586552,3473.812137990622,3316.7626014544658,3170.273490208704,3029.4510106800176,2903.454682091884,2802.988945086986,2672.8174173759044,2565.3914594655134,2479.424186252507,2360.601862529453,2285.0106352814473,2199.222721083385,2122.5389015575565,2034.2640562567885,1969.6722131978772,1896.6276100868156,1819.5317594197184,1764.563255442411,1704.5811692770667,1648.6584679259124,1598.1550293310902,1539.72442004365,1485.1212662070843,1438.3833016822014,1395.6310825493986,1357.583153493451
4480.320422654606,4270.802316181236,4065.642782085592,3868.1525453033246,3695.8321058336614,3527.7239674163225,3367.5938231181008,3218.58501722755,3075.1468556641976,2946.3282535582275,2843.582304815585,2711.612156598061,2602.2793674489626,2514.5613784406796,2394.009644060106,2316.647720780719,2229.0841906903397,2150.814319787633,2061.480221378207,1995.5458282253549,1921.0208848485825,1842.6869066554777,1786.544244793568,1725.6475390815049,1668.6235321981928,1617.1537434129755,1557.7718089681612,1502.2901203883373,1454.9170636478773,1411.2823195440624,1372.424469640121
4553.172818062478,4339.209500989698,4129.359697155669,3928.693140139486,3752.7287571006577,3581.4059086381408,3418.204217263689,3266.68883042784,3120.6450468389316,2989.0069562112285,2883.9828382169594,2750.231176559961,2639.0003868192516,2549.5359051312803,2427.269363172447,2348.1375037601592,2258.80228813427,2178.949961575574,2088.5700667534843,2021.2960040760966,1945.29449882035,1865.7303069732177,1808.4156300652544,1746.6110307950066,1688.4890236443011,1636.0562225112046,1575.7287816826654,1519.3741273367677,1471.372175589991,1426.8569197534198,1387.19068701801
4625.881574439262,4407.471066434111,4192.9241847169715,3989.095058954195,3809.485636598837,3634.9521590464346,3468.6827040566845,3314.66938611206,3166.0254985561246,3031.566014720252,2924.2619898570697,2788.7425292769694,2675.6192196205047,2584.409495130532,2460.439537003893,2379.5355863431596,2288.429610593622,2206.99573881722,2115.581414165561,2046.9682927655024,1969.4914861007865,1888.7027606103138,1830.216237800682,1767.5087967704533,1708.2902085041637,1654.8960662910117,1593.627228134962,1536.4035929105958,1487.7777400111354,1442.3824909742034,1401.908050718206
4698.561597325955,4475.695118928168,4256.437277218876,4049.4541727727865,3866.193037148773,3688.4479884306124,3519.109756913714,3362.603128115832,3211.3605379881196,3074.073467324009,2964.4843399470838,2827.2077684273145,2712.1943903617994,2619.2379662109947,2493.5731101701613,2410.892242359495,2318.013694620951,2234.9967424200886,2142.557504554501,2072.603867200045,1993.6507284220688,1911.641139544362,1851.9811399083646,1788.3744066760312,1728.0589425778617,1673.7036182765153,1611.495952449342,1553.4058958428982,1504.1600627408325,1457.88397777417,1416.6002627808843
4771.318279396464,4543.9807635036595,4319.9915147905185,4109.858323306855,3922.9336446478756,3741.971464800147,3569.559033795286,3410.5600360624976,3256.716370746679,3116.5915504245118,3004.70892374618,2865.6832016035855,2748.7794365223917,2654.0723628592623,2526.718529844676,2442.253442612184,2347.597988282403,2262.9941669213654,2169.537879610048,2098.240362690118,2017.8077518723376,1934.579141893998,1873.742373418081,1809.2385350820641,1747.8243249925288,1692.506589498084,1629.3612643169376,1570.4060491445541,1520.5431904446664,1473.3841725424604,1431.288969293003
4844.249343758516,4612.419843242127,4383.6725789662,4170.388870254893,3979.783999895342,3795.594836723866,3620.098683702912,3458.6048654227957,3302.1542547194326,3159.177807235963,3044.990287755188,2904.2208930134093,2785.4238618170475,2688.9598671829117,2559.920606695033,2473.6616757038564,2377.22262931738,2291.0260504860153,2196.55908758492,2123.9125505721586,2041.9953645633805,1957.547895769796,1895.5295164934817,1830.1295117945683,1767.613221404023,1711.3305575449342,1647.2474522658867,1587.4271494117602,1536.9493409017039,1488.9041245199937,1445.9941501740084
4917.446342348305,4681.098352881997,4447.56061983898,4231.121948447586,4036.8156859846877,3849.3856560361396,3670.792407660403,3506.79815461124,3347.7314533469744,3201.8859878293338,3085.3793469195975,2942.8694775300132,2822.1739101180697,2723.9445383291595,2593.221213941809,2505.1566143076816,2406.9250766436435,2319.1278753200713,2223.655256221003,2149.6528849016795,2066.244174043941,1980.5764493039346,1917.3701557636969,1851.0737684183352,1787.4506884812465,1730.1993714121209,1665.1771676228932,1604.4907413820588,1553.3992522127173,1504.4634716972255,1460.7344353844433
4990.995890835215,4750.097603487842,4511.731348947205,4292.129503284734,4094.0963059803735,3903.4077021281173,3721.7003320600134,3555.197054045199,3393.50202033955,3244.7667897329397,3125.9240897193104,2981.6748305517094,2859.0732023001947,2759.067920822424,2626.659862696306,2536.775663298439,2436.7406297529305,2347.3330613707185,2250.8585640994806,2175.491952117477,2090.58301277988,2003.6921736685279,1939.2902705659712,1872.0962055895725,1807.3603229188636,1749.1354843222744,1683.1717401955539,1621.617117697521,1569.9124700369182,1520.0807137451366,1475.5273648810994
5064.980700407956,4819.49519518984,4576.256951497951,4353.480155210191,4151.690298855194,3957.721753205349,3772.879737279064,3603.8560178830226,3439.5174543793987,3287.8684755269464,3166.6701658875168,3020.680626624031,2896.163267336715,2794.3695517697292,2660.2741818606014,2568.554416733882,2466.702861599101,2375.6733776733263,2278.1996336218544,2201.4588458369717,2115.0392926895693,2026.921098951704,1961.3145530643685,1893.2204989903616,1827.3645522047552,1768.1602309583816,1701.2514412592125,1638.8255686658533,1586.5075870111077,1535.773439441933,1490.3896051559814
5139.480451857366,4889.365840874273,4641.206858240446,4415.239931391427,4209.659629768163,4012.386238638511,3824.3856738302447,3652.827389059098,3485.8272527941217,3331.2373948283075,3207.6613828772333,3059.9288116015096,2933.483991201793,2829.8873894503677,2694.100323856777,2600.5270439780093,2496.8439842251273,2404.1792896566267,2305.707863069366,2227.581483441777,2139.6393045115765,2050.2881978277696,1983.4666785000202,1914.4693577601952,1847.484880090742,1787.2940614616434,1719.4357055619796,1656.1345931374658,1603.2024449917908,1551.5585187153017,1505.3371320081174
5214.572546595011,4959.7820735266305,4706.648407726261,4477.472893706304,4268.064382190351,4067.4577984239554,3876.2714906403617,3702.1619009570095,3532.479386297321,3374.9184315474517,3248.940130979485,3099.460007234061,2971.074001532673,2865.65818045057,2728.1733123961176,2632.7266204309294,2527.19516179536,2432.8802563583886,2333.4117110381176,2253.886877148617,2164.4084740263743,2073.8176284033725,2005.7695364345732,1935.8647456792455,1867.7420966323982,1806.5567416068016,1737.74332127276,1673.5620789699533,1620.0143082289756,1567.4522670113543,1520.385386899618
5290.332761385863,5030.814862503179,4772.647422706614,4540.24168552723,4326.963273132261,4122.9917698543895,3928.589294457312,3751.909113753167,3579.5207118666085,3418.955392544548,3290.5477524629855,3139.3138627642493,3008.971001918775,2901.717778596091,2762.527344810317,2665.1854148082875,2557.78678235781,2461.8049883233753,2361.338943519154,2280.401369368523,2189.371584413759,2097.5329450279432,2028.2454313721337,1957.428073133565,1888.1564604144967,1825.9675264207874,1756.1925947621621,1691.125459620327,1636.9600137331643,1583.4705879438975,1535.5494125709838
5366.835827778124,5102.534158532377,4839.268719265258,4603.608014917038,4386.414108114588,4179.042617136883,3981.3903552594275,3802.117799548567,3626.997337122751,3463.391350307546,3332.524866760761,3179.529364951277,3047.2120666706787,2938.101426053869,2797.19605874637,2697.9351423156904,2588.648697196472,2490.9816746093916,2389.5168516594804,2307.1508400239945,2214.5529720065615,2121.4572839438542,2050.9162593184265,1979.1803661283564,1908.7478589194654,1845.545312927222,1774.8014956051761,1708.8418519809418,1654.0561037345503,1599.629098881281,1550.8439723539802
5444.155952901411,5175.009383173003,4906.576563451679,4667.633088222673,4446.474189091847,4235.664316447874,4034.725469469944,3852.8362874920413,3674.9549468145615,3508.26894966411,3374.91166123914,3220.1451155773125,3085.8339046782335,2974.8440048279126,2832.2127710016352,2731.0071911297023,2619.810434798362,2520.4381855801785,2417.972446577225,2334.160891905436,2239.9767011961267,2145.613529227229,2073.8036654755415,2001.142417316731,1929.5359517606184,1865.308776520091,1793.587786076618,1726.7281795142653,1671.3189441189534,1615.943243162741,1566.2836566994386
5522.367295073474,5248.309875403191,4974.63508730431,4732.378005332435,4507.200685964853,4292.910706479804,4088.6452904764615,3904.112777913496,3723.4390999455404,3553.6306865821903,3417.7481552163977,3261.199583721518,3124.8730992840965,3011.9802652652634,2867.6106947569474,2764.4328281463327,2651.3013950831496,2550.2022568530856,2446.7326363569186,2361.457018956546,2265.66672311592,2170.024463401701,2096.929187249981,2023.3349230369627,1950.5403005748242,1885.2764945850095,1812.5691385715747,1744.8012839458033,1688.7648319639477,1632.4283919118773,1581.8829797462186
5601.544405222435,5322.50530571408,5043.50867398746,4797.904125813362,4568.650980378227,4350.835812698298,4143.2006342188215,3955.995632838139,3772.495504518248,3599.5191656373286,3461.074443488939,3302.7313387520057,3164.3663298298197,3049.5450369736695,2903.4231403202857,2798.243388863553,2683.1510285042464,2580.301658780103,2475.8243894099783,2389.064761479263,2291.647021877267,2194.7129063010034,2120.314385981279,2045.7786096159366,1971.7804886694828,1905.4670603185727,1831.7632437499117,1763.078028173751,1706.4100947244374,1649.0999378682684,1597.6564682358764
5681.762643295362,5397.666066345312,5113.262320128761,4864.273413596836,4630.882989033323,4409.494152141422,4198.44276629618,4008.5336490076543,3822.1702756935665,3645.977341608368,3504.930924556449,3344.77926897623,3204.350579571651,3087.5734266342065,2939.6837036276693,2832.4704554365653,2715.389003844084,2610.7643550918965,2505.2748876737905,2417.0098515685095,2317.9417514862876,2219.701845146025,2143.980970215205,2068.494351639856,1993.2762329888653,1925.8991891903988,1851.1879117245699,1781.57539259923,1724.2711831824324,1665.973383244513,1613.6187446825368
5763.098577441264,5473.863644991521,5183.961982209059,4931.548766713424,4693.955472640887,4468.94102454535,4254.4236760529975,4061.7763185942335,3872.5101822716338,3693.0487498192842,3549.3585179307925,3387.3827901273403,3244.8633339379694,3126.1010064978054,2976.426446093866,2867.1460263186254,2748.0453679314933,2641.618653767671,2535.111672584655,2445.318351572385,2344.5753660828036,2245.014558340188,2167.95091290405,2091.503284472158,2015.0474905638612,1946.5918201095503,1870.8611682504704,1800.310566736831,1742.3647599471306,1683.0644233028934,1629.7846064083642
5845.630372723684,5551.1709883296235,5255.6749129316995,4999.794337703887,4757.928335808713,4529.232794795424,4311.196342360103,4115.774082088268,3923.562885733533,3740.777729210932,3594.398874306937,3430.582047290891,3285.942772555452,3165.1639968328655,3013.6860689145046,2902.302680429783,2781.1507000617194,2672.893352766876,2565.3627863555344,2474.0167879863866,2371.572745774625,2270.674735139716,2192.246564583983,2114.82691298158,2037.1145613071062,1967.564213068415,1890.8013475974951,1819.3010377060227,1760.7077850442752,1700.3890271101839,1646.1691018296503
5929.438175359057,5629.662860997228,5328.469992815391,5069.075849688778,4822.862922547286,4590.427171121307,4368.814995256895,4170.578577319458,3975.3771755890502,3789.20964165706,3640.094581923698,3474.4181134517576,3327.6279580675096,3204.7994452041835,3051.4980845577684,2937.9737384468817,2814.736263567294,2704.617882941398,2596.0569107895067,2503.1322829028577,2398.9593200673653,2296.706593097195,2216.8907643320754,2138.487218207689,2059.498188790794,1988.8360448223032,1911.0271835876408,1838.5646770113085,1779.3175999502478,1717.9635167539398,1662.7876052107943
6014.604497938392,5709.416205139086,5402.418061766222,5139.460912619168,4888.822311637777,4652.58348303856,4427.335377225937,4226.242888196746,4028.0032044210598,3838.391090700045,3686.4893721165436,3518.933187535134,3369.959024477706,3245.045405184132,3089.8989879223664,2974.193423556266,2848.8341567474326,2736.822450216671,2627.223505643399,2532.692684928923,2426.7611906919437,2323.1349949900487,2241.906950126081,2162.506763520459,2082.2196604813707,2010.427504006921,1931.5579001287463,1858.1198268792402,1798.2120112936184,1735.8046461766423,1679.6558909815342
6101.214610731388,5790.510505295734,5477.59225505478,5211.019343921091,4955.87161581028,4715.762962756843,4486.815007602452,4282.821796498836,4081.4927257765094,3888.3701426507037,3733.6283268406937,3564.170794606386,3412.9773675522424,3285.9411169056857,3128.926429460403,3010.997023837776,2883.4774651980456,2769.5381789710063,2658.8929484076043,2562.7267013431324,2455.005255495175,2349.9855668167597,2267.319270105787,2186.908801712671,2105.300908792466,2032.359386987657,1952.4133024749724,1877.9853873237912,1817.40937535564,1753.9296806963785,1696.7902086282907
6189.356943965954,5873.028163208421,5554.068347927817,5283.82349756362,5024.0782885022745,4780.029033605153,4547.313453459237,4340.372039893811,4135.899337908262,3939.196552854482,3781.5580908037305,3610.1759907666633,3456.7258396939405,3327.5271917488913,3168.619392455316,3048.4210583419376,2918.700417481347,2802.797258442565,2691.096677276545,2593.2640331721877,2483.7193349731724,2377.284818363414,2293.1526961565855,2211.7173843901573,2128.764614246379,2054.6531956661684,1973.613870379756,1898.1809050509514,1836.9286844444662,1772.356478227917,1714.207359117079
6279.1235059031715,5957.054887039228,5631.925113004157,5357.948605508346,5093.512441894293,4845.447608952875,4608.892610237128,4398.952579301213,4191.278736309892,3990.9219998624403,3830.3270907818087,3656.9955752234328,3501.248951645621,3369.845803398366,3209.0183765974352,3086.5034488731453,2954.5385460251255,2836.6330939448317,2723.8673390421877,2624.335514827099,2512.9323029859534,2405.0602678048826,2319.4331411976573,2236.957474989458,2152.6343119996695,2077.3312384358505,1995.1808542753001,1918.7266652839396,1856.789656191217,1791.1035731914965,1731.9247737789904
6370.610321575726,6042.680099543606,5711.244694629218,5433.473135524971,5164.247179939028,4912.087405121811,4671.6169954044835,4458.624878723583,4247.6889779974745,4043.6003302512277,3879.9857646937176,3704.678312020909,3546.5930833861303,3412.9408875122563,3250.165590006444,3125.283699493707,2991.0288551412164,2871.080464668567,2757.2389436450867,2655.973259938264,2542.6742231896787,2433.340571804253,2346.1875815543162,2262.65506675109,2176.934502985854,2100.4167354745136,2017.1363756101568,1939.6437875886984,1877.0128268161745,1810.1902640955502,1749.9605965867277
6463.917897218729,6129.997369876483,5792.113004485424,5510.479169479385,5236.358950207971,4980.020271882913,4735.554058519473,4519.453200761809,4305.19076057456,4097.287816907006,3930.5868030692577,3753.2751639796443,3592.806706643734,3456.858352299327,3292.1051519076386,3164.8030858136926,3028.209998097247,2906.175689887887,2791.247027160738,2688.2108150678605,2572.97649275771,2462.155662608213,2373.444185824381,2288.8373070068774,2201.6907709556635,2123.93392958774,2039.5035325009726,1960.9543268034206,1897.6196494384606,1829.6367058019625,1768.3337707704143
6559.151715696134,6219.10487396201,5874.620142975398,5589.052806412858,5309.927918572667,5049.32154431138,4800.77451123533,4581.504921188383,4363.8477192665305,4152.043433722568,3982.185405669412,3802.8395415165655,3639.9406215677045,3501.646302408826,3334.8833082761485,3205.104856228168,3066.1224652638944,2941.9568054688807,2825.9288250824216,2721.083323055069,2603.8719950320624,2491.5368937041458,2401.2324517105153,2315.532629200915,2226.9299067517713,2147.908203869188,2062.3065119052553,1982.6813802249353,1918.6325985519334,1849.4640075276543,1787.0641307621327
6656.4227686123895,6310.105888711797,5958.860851211239,5669.284595037452,5385.038371017422,5120.070420034174,4867.352681031464,4644.850866184982,4423.726745329481,4207.929149854925,4034.839556197011,3853.427569196301,3688.0482102697542,3547.3552786976834,3378.548662920502,3246.234447406798,3104.808785491974,2978.463752701138,2861.3234578854,2754.627697864524,2635.395262852668,2521.517195706626,2429.5833523846813,2342.7708941555193,2252.6800412403486,2172.366207524242,2085.5707095989483,2004.8492022788528,1940.0752818636613,1869.694337704392,1806.172500521362
