mass_1,mass_2,mass_3,mass_4,mass_5,mass_6,mass_7,mass_8,mass_9,mass_10,mass_11,mass_12,mass_13,mass_14,mass_15,mass_16,mass_17,mass_18,mass_19,mass_20,mass_21,mass_22,mass_23,mass_24,mass_25,mass_26,mass_27,mass_28,mass_29,mass_30,mass_31
2553.1889919296964,2426.9271707781973,2329.2584453198606,2246.066408362067,2156.7717298797106,2080.8624005424426,1997.112627097651,1914.050213042038,1857.8033059184402,1787.1263074487401,1721.3089218276255,1678.400595570433,1617.8679805698785,1568.473786593352,1506.6156294771376,1457.4437766890383,1416.826879989248,1384.3617990249168,1338.476833206463,1305.4992760300934,1258.3108559405355,1220.6255379454713,1196.5677371730108,1158.6834608695872,1132.6347616191847,1090.66206543166,1069.6709287206631,1048.4775722772501,1018.9731418286273,991.5964097244354,970.3408864320952
2839.3599062785092,2696.1999648665937,2583.4491041830993,2486.6477244628345,2384.0493112856925,2295.8609676119513,2199.8237192329607,2107.3202655857776,2041.454936832788,1960.9793431617848,1885.9226350257582,1835.3136267792288,1766.2833326367713,1710.3932139986089,1640.843489469541,1585.1789488451734,1538.5818641590383,1500.8122811558153,1449.1724790335024,1410.6982675744093,1357.7733125505108,1315.6778202287294,1287.068270227101,1244.7975806608206,1215.0926894341314,1168.7198719899006,1143.8806278749375,1119.3013299306904,1086.3511996345214,1055.8216689283481,1031.583146126598
3016.078975862409,2862.5248515160474,2740.3747180615505,2635.053456145059,2524.1910478271902,2428.3251483078266,2324.666517958526,2226.451953118709,2154.5485252841563,2068.025388687154,1987.2600654100431,1931.8035426855438,1857.523483276987,1797.643363576006,1723.394275459474,1663.74028593663,1613.433960547715,1572.3485037531527,1517.189358014912,1475.2751730850675,1418.8522552752806,1374.0779648538419,1342.5967552916095,1297.6640460703888,1265.7008805048108,1216.686803311852,1189.4242390720906,1162.7330939313135,1127.689754885193,1095.2478728734268,1069.1669187586913
3154.9020807689976,2993.2028560726967,2863.626924989598,2751.5559309350474,2634.1778450545044,2532.23424229552,2422.572177914026,2319.9295532411434,2243.2346116552,2151.9624549571945,2066.7112070132703,2007.4016604381743,1928.996574245372,1865.9925734505723,1788.0765233764432,1725.2983809630596,1672.0702977752692,1628.3604488626347,1570.4534927722093,1525.8148074691612,1466.6657780394746,1419.8089245197752,1386.0422610831283,1339.041174408805,1305.303809425457,1254.251925261797,1225.0628220127903,1196.7025521830021,1160.0317546114316,1126.104485507733,1098.5760570236685
3273.648764740235,3104.995662103908,2969.040047605088,2851.1579614770117,2728.190788002288,2621.017793127235,2506.209723689638,2399.8178307564685,2318.992576618636,2223.659308826802,2134.569924053437,2071.934999854414,1990.0007842096263,1924.3315803627352,1843.295090731298,1777.8510499486342,1722.1185519610024,1676.1510109705139,1615.9046937910775,1568.9209807060338,1507.4543614109236,1458.8304279855242,1423.089442103191,1374.334059619931,1339.0789656268405,1286.3082948483059,1255.4562756416321,1225.6616388339626,1187.6098146372328,1152.4230450897326,1123.6563964805748
3379.82177689676,3204.961039043053,3063.280514664745,2940.17467803309,2812.1985214708093,2700.327026247079,2580.909819984985,2471.194274785247,2386.652409757877,2287.6888809006714,2195.16705646275,2129.536870130242,2044.446733110787,1976.3996788657041,1892.5852267328971,1824.7623699836013,1766.7867827128282,1718.7910764218907,1656.4613367279205,1607.3701119089376,1543.8419181162892,1493.6486511650942,1456.1280083155887,1405.8152000846667,1369.2030097074758,1314.913619006563,1282.5636371886258,1251.4816039315633,1212.2032101538418,1175.8985314799797,1146.0247232563509
3477.365151159105,3296.8092756261403,3149.8525373726557,3021.9251364345264,2889.3377571860206,2773.1313928566024,2649.473264299465,2536.7270957172145,2448.751800691208,2346.4537443309046,2250.7779021892284,2182.3783404364494,2094.3884170547935,2024.1608934963851,1937.8039072361257,1867.7994197532694,1807.7599838983401,1757.8933582867905,1693.6561091658382,1642.6200695732366,1577.2063366653344,1525.5797806237222,1486.4126620019229,1434.6778816353603,1396.8188450004657,1341.1485933344134,1307.4135324365434,1275.1448350009023,1234.7461271879024,1197.4209659745295,1166.5299518906832
3568.637441778107,3382.7592348632083,3230.8515555170175,3098.393798471384,2961.483807412223,2841.205973580647,2713.5742074846266,2598.011418635874,2506.8076054582975,2401.3899621065993,2302.7624060813387,2231.7568226362073,2141.053232483636,2068.7888644216787,1980.0608679854045,1908.0182200125573,1846.045052907901,1794.4214404897202,1728.4048154289164,1675.5418144119492,1608.370847786986,1555.4102476939538,1514.692931431827,1461.6350086584262,1422.609245657282,1365.6589596166782,1330.6204607559266,1297.238133969008,1255.7966196232876,1217.522068349539,1185.6792191815052
3655.175225866822,3464.2565421854233,3307.6426683889995,3170.8733041124165,3029.858135831174,2905.70680238718,2774.302882878373,2656.0861549420724,2561.8076093474215,2453.432688185051,2352.0061276267616,2278.5170106462974,2185.2402558896547,2111.0476756816815,2020.0786287509816,1946.106322999392,1882.2975162721923,1829.0025762988125,1761.3036278701773,1706.7022411990652,1637.8713114433147,1583.651998838617,1541.4566379160456,1487.150606192427,1447.0186064955628,1388.8650902184236,1352.584376114231,1318.1433815526566,1275.7178863970353,1236.547928393476,1203.802598858184
3738.0432506744164,3542.3029608274633,3381.171757170688,3240.259213346236,3095.3069351714807,2967.4346422120652,2832.4144257471708,2711.6709916204372,2614.4359776943747,2503.229621137135,2399.1223967969636,2323.243829035474,2227.5027999548543,2151.4664130689853,2058.3575223614657,1982.5398505384705,1916.9712885635004,1862.0710504135561,1792.76532716238,1736.493799684973,1666.0787149066928,1610.6594935458857,1567.041465824112,1511.5459140164721,1470.3545644720734,1411.0580487250136,1373.5821486719656,1338.1249044756669,1294.7613420575608,1254.7381382057004,1221.1285846827684
3818.0147539933196,3617.626019167995,3452.1257036078705,3307.2017773774323,3158.444569137042,3026.970794375129,2888.456977050032,2765.28841483192,2665.189327246252,2551.2508974966427,2444.5563888748748,2366.3617567321526,2268.242385047105,2190.4290188446857,2095.260647410254,2017.6643335922333,1950.3957615624784,1893.9419696719115,1823.0894289490604,1765.2012075823977,1693.2622222126179,1636.6899259022007,1591.6923825031402,1535.0539914134638,1492.8403000459518,1432.4490354644581,1393.814636942523,1357.3744368641305,1313.1093690557286,1272.2665199473922,1237.8229388655348
3895.6725538121486,3690.7741077417827,3521.0222082018945,3372.1910153493727,3219.733977239904,3084.753219816431,2942.843483121134,2817.3321069120334,2714.4417813611294,2597.8506836578736,2488.6434542635725,2408.1904886667025,2307.761400228246,2228.2246459030425,2131.061476826714,2051.7400159474146,1982.819004606916,1924.8526122038586,1852.5014806176055,1793.0388312726302,1719.624503293433,1661.9369706351729,1615.5938105803555,1557.8503136289407,1514.6438422907695,1453.1970954445032,1413.4330628011617,1376.036310857105,1330.899271661097,1289.2639465291,1254.0104591494032
3971.469535910898,3762.173382181786,3588.2635322783876,3435.607616261773,3279.5347799742403,3141.1220786243034,2995.8946484720973,2868.1078663319718,2762.483887753589,2643.304021421025,2531.6440120559764,2448.978230347552,2346.2946023170744,2265.0777770939376,2165.9723357098683,2084.9689534410422,2014.433604829274,1954.9871589035977,1881.1765656436776,1820.1730424157156,1745.3228642192962,1686.5509673068689,1638.8888688415711,1580.071071098744,1535.8955954190722,1473.4256912529659,1432.5547855398763,1394.2225213930183,1348.2376017030674,1305.8319902145272,1269.787996970251
4045.766769625273,3832.1636207728466,3654.170362424964,3497.7550119246353,3338.133588673708,3196.3484216991124,3047.8659969292025,2917.85938970543,2809.5471372912643,2687.8300410598,2573.7655330315806,2488.9226718237132,2384.0289583862987,2301.167198620915,2200.1623411425408,2117.512085366795,2045.3929449642928,1984.4922719241831,1909.2541093596735,1846.7362997618636,1770.4825569210102,1710.6516345919408,1661.6914911254896,1601.8246957040967,1556.6993781148649,1493.2331426650521,1451.273237346188,1412.022214414742,1365.2091816173333,1322.0515195183384,1285.2326570783034
4118.858561981554,3901.0217946229377,3719.0040697240875,3558.8804574949927,3395.7639266626516,3250.6530473133407,3098.965656093096,2966.7852166150446,2855.820077530874,2731.607216612102,2615.1769863701497,2528.18477023983,2421.116684563154,2336.638467777684,2233.76919102928,2149.500452688832,2075.8218997560334,2013.4873310180565,1936.8476077068717,1872.836401583381,1795.2055245523527,1734.3364246823464,1684.0943887715034,1623.1994341273994,1577.1396768211484,1512.6994864685644,1469.6644512919283,1429.5079206495795,1381.8830328101644,1337.9883477962467,1300.4071849873635
4190.989516058065,3968.9781159217623,3782.9818648833916,3619.189383318938,3452.619791399105,3304.219337791507,3149.366463847236,3015.050265232449,2901.459281696671,2774.7837505355724,2656.0186737589734,2566.8981311355406,2457.6841209210515,2371.612399166296,2266.907188412425,2181.0428339744267,2105.824116505016,2042.071400576959,1964.0512489061875,1898.5627827352932,1819.5763536016648,1757.6862095065417,1706.17446956761,1644.26850219219,1597.2865821546711,1531.8911454885133,1487.791504111992,1446.739797933674,1398.3164102666726,1353.6970775952416,1315.3636335220485
4262.366497514088,4036.2272960731734,3846.2874294241115,3678.8554620553327,3508.865167388414,3357.202263053959,3199.21445952249,3062.793923570747,2946.597041960355,2817.484857098146,2696.4091265564534,2605.175587522,2493.8379552981105,2406.1910159616627,2299.672868950749,2212.231100515124,2135.4871208068766,2070.328115251871,1990.944556964387,1923.990930228197,1843.6664476937874,1780.7692682196343,1727.9966374581777,1665.0936991701476,1617.1992503351346,1550.8642028033892,1505.7076314836872,1463.7686057718402,1414.5576315619642,1369.2237963629088,1330.1459337958486
4333.16724830764,4102.93664964955,3909.078568030555,3738.0278545705805,3564.6408729672603,3409.7348603953446,3248.6349947321746,3110.135872897332,2991.346906021352,2859.818003925593,2736.4500693156006,2643.1139341007765,2529.6697017875294,2440.4618322921306,2332.1490504196554,2243.1440698533124,2164.8859905092627,2098.3291953169914,2017.5957328875706,1949.1855602040564,1867.5370306990478,1803.6441563663432,1749.616526314858,1685.7280082692712,1636.9283936279394,1569.66675770834,1523.4584694119312,1480.637845354091,1430.648112236495,1384.608015997128,1344.7917449761578
