mass_1,mass_2,mass_3,mass_4,mass_5,mass_6,mass_7,mass_8,mass_9,mass_10,mass_11,mass_12,mass_13,mass_14,mass_15,mass_16,mass_17,mass_18,mass_19,mass_20,mass_21,mass_22,mass_23,mass_24,mass_25,mass_26,mass_27,mass_28,mass_29,mass_30,mass_31
1913.603150682104,1844.0682385758935,1784.3536478023689,1723.1727024574627,1666.1732335539396,1626.973681005892,1573.8352089415912,1521.8238763068193,1472.8742146041209,1432.2044124684182,1391.8478402192022,1363.6469837466393,1319.0876072833685,1290.7969847399004,1250.2013439907964,1219.0161347535195,1188.4218048735142,1161.072629588278,1136.7619908307656,1113.6076006648955,1078.9156025014618,1061.914870356271,1034.9864664052734,1006.7645847193456,980.5161065358093,960.4932618834887,941.1414755967418,925.8454046592622,906.0322958212514,885.8280397246197,870.250634420106
2067.328945905839,1990.56843194308,1923.0566286094233,1856.039520668153,1792.949243082165,1747.4900090725682,1689.2533968457517,1632.3321813676994,1578.7251071407723,1533.4123587906536,1488.7948811116999,1456.5633793354682,1408.53995897051,1376.6997370918984,1332.3853993474308,1297.8457465928423,1263.8718459637685,1233.64067965382,1206.0325430920811,1179.9947660310513,1142.6492231787058,1123.3485583634788,1093.7651337906132,1062.975975538297,1034.497924414525,1012.3313111672194,990.8108120907646,973.6033655101114,951.5318943179414,929.451051417866,912.2083757872769
2160.2819662237316,2079.1678122059293,2006.8817905528858,1936.3729149617695,1869.6046553135823,1820.2703681303121,1758.9814602915349,1699.1250512542713,1642.732164441219,1594.60189081819,1547.4138281630787,1512.7014131814528,1462.646338805028,1428.6380299010623,1382.1072238993331,1345.5409732069834,1309.5211191570318,1277.551613638171,1247.9193212262862,1220.1213771237417,1181.222991109802,1160.5105900997683,1129.3344959341334,1097.0167117696758,1067.2207437911322,1043.7596244138304,1020.9247421271995,1002.549515825983,979.107532912526,955.9078124699894,937.659752828865
2232.346196168029,2147.864263110866,2071.8480600240664,1998.6501190970287,1929.0328010447001,1876.6506663470159,1813.0100980189243,1750.8944080320034,1692.3564739240094,1642.036950121264,1592.858810239843,1556.201819145753,1504.6021644315392,1468.9024354222033,1420.6688326255523,1382.5322475452997,1344.9250328676494,1311.6099266595297,1280.393668087807,1251.2230240317217,1211.1458258448465,1189.32872414903,1156.9240545271969,1123.432691810773,1092.629689165386,1068.1658320022145,1044.3104666207764,1025.0240315676758,1000.5171155561726,976.457673051266,957.4309236339801
2293.3653121108327,2206.0366648499453,2126.843164058043,2051.3800660199086,1979.351920004909,1924.3606159119083,1858.7384155197199,1794.7203579218426,1734.3757567566147,1682.1993303468735,1631.3379788715022,1593.0206256165338,1540.1330434249594,1502.9942411667662,1453.3289999794229,1413.8633096530352,1374.9112528625592,1340.4581499999153,1307.8911013987204,1277.5528694419907,1236.4939081972675,1213.7347448799187,1180.2938407873971,1145.8163090422918,1114.1702486205236,1088.857906663141,1064.1375017637238,1044.0756823950446,1018.665477525228,993.8831359024977,974.1975444618133
2347.462398604563,2257.6135911855436,2175.5892907839066,2098.1266981717627,2023.9623653226215,1966.6368271183464,1899.2648864743244,1833.5681357200433,1771.6289304546629,1717.8038856046235,1665.451636614496,1625.652044038306,1571.637375817864,1533.2176471568198,1482.290705037215,1441.6470892617363,1401.5021777589695,1366.0411853538776,1332.2694775129125,1300.8922033076587,1258.9749728182167,1235.3756720330816,1201.0190759914044,1165.6728312637374,1133.2864910418757,1107.2223372668248,1081.7343094635942,1060.9822222272924,1034.770030200677,1009.3505465189421,989.0812242559804
2396.796269826764,2304.65208038481,2220.0351529471113,2140.7560369231687,2064.6445261600197,2005.1735550148326,1936.2115737906856,1868.9901909184994,1805.6024404002496,1750.2720579951933,1696.5612731903939,1655.4018217793848,1600.3710218892656,1560.779094983104,1508.7075329682148,1466.990030040857,1425.7568390872507,1389.377506503145,1354.5015601276054,1322.1736258680576,1279.4833355578185,1255.1139386718714,1219.9246563653296,1183.7906321961439,1150.7348796996735,1123.9854462968478,1097.7968163774394,1076.412974591114,1049.4684804370058,1023.4709434029426,1002.6695845232226
2442.653475982266,2348.3780638974104,2261.341990928886,2180.3801264320764,2102.4594250925647,2040.9802870105011,1970.5450105034747,1901.911646292252,1837.1821425997668,1780.4509419249289,1725.4782674371393,1683.0480192160057,1627.0824537199421,1586.3975564923076,1533.2670280794653,1490.5515860976589,1448.3064300950273,1411.0741459095684,1375.1670724859543,1341.952887238811,1298.5520473073623,1273.463547694923,1237.5022433213594,1200.639660924538,1166.9664144045746,1139.5802750171886,1112.7399424873875,1090.766978285004,1063.141013878987,1036.6086545882167,1015.3130013308203
2485.869485767602,2389.5876663401814,2300.2638391626356,2217.7211041530136,2138.0960735207887,2074.7124461569583,2002.8927668812769,1932.9332264755778,1866.9433035460181,1808.8906189440127,1752.7295156128976,1709.0958367656015,1652.2577428142556,1610.5399166344912,1556.4157102072465,1512.7600382017831,1469.5608760220325,1431.5253449538577,1394.6424807087196,1360.5908631004925,1316.5273131966485,1290.7583062094054,1254.0711529562022,1216.5251659768458,1182.2740791973283,1154.28814780503,1126.8332403422423,1104.3034565422702,1076.03460406487,1049.000377309159,1027.2391137841787
2527.0213512289356,2428.8307793246818,2337.321463092397,2253.277738748283,2172.030364730103,2106.822643655821,2033.6882443691243,1962.4698218078074,1895.283257799198,1835.9710192698813,1778.6789394103748,1733.8941707214601,1676.2326312240139,1633.5286454058823,1578.4620128961044,1533.9112239003532,1489.8033341415944,1451.003432155078,1413.1878081855757,1378.3367932843084,1333.648287822658,1307.2287861942214,1269.851960153956,1231.6580277532898,1196.8603114058988,1168.3034503775132,1140.2629621473052,1117.2015160734868,1088.3198923606892,1060.809669800948,1038.605225175603
