assessmentId,internalTaxonId,scientificName,kingdomName,phylumName,orderName,className,familyName,genusName,speciesName,infraType,infraName,infraAuthority,authority,redlistCategory,redlistCriteria,criteriaVersion,populationTrend,scopes,candidate,scientific_resolved,SpecID,PassNonPass,IOCOrder,BLFamilyLatin,BLFamilyEnglish,BLFamSequID,Taxo,English,Diet.Inv,Diet.Vend,Diet.Vect,Diet.Vfish,Diet.Vunk,Diet.Scav,Diet.Fruit,Diet.Nect,Diet.Seed,Diet.PlantO,Diet.5Cat,Diet.Source,Diet.Certainty,Diet.EnteredBy,ForStrat.watbelowsurf,ForStrat.wataroundsurf,ForStrat.ground,ForStrat.understory,ForStrat.midhigh,ForStrat.canopy,ForStrat.aerial,PelagicSpecialist,ForStrat.Source,ForStrat.SpecLevel,ForStrat.EnteredBy,Nocturnal,BodyMass.Value,BodyMass.Source,BodyMass.SpecLevel,BodyMass.Comment,Record.Comment,Diet.VertFishScav,Diet.FruiNect,Diet.PlantSeed,Diet.AllPlants,Effect_Order,Effect_Family,Effect_Species,effect_diet,effect_mass,log10_density,density,body_mass_kg,home_range_size,dispersal_dist,min_patch_size,min_patch_size500,level1_habitats,habitats_mixed,diet_combo,mass_log10,a_pred,b_pred
193815333,22692971,monias benschi,ANIMALIA,CHORDATA,mesitornithiformes,AVES,mesitornithidae,Monias,benschi,NA,NA,NA,"Oustalet & Grandidier, 1903",Vulnerable,"A2cd+3cd+4cd; B1ab(i,ii,iii,v)",3.1,Decreasing,Global,NA,monias benschi,3955,Nonpasseriformes,Mesitornithiformes,Mesitornithidae,Mesites,38,BL3,Subdesert Mesite,80,0,0,0,0,0,10,0,10,0,Invertebrate,Ref_3,A,Carolina,0,0,100,0,0,0,0,0,Ref_3,1,Jessica,0,137.94,Dunning08,1,NA,NA,0,10,10,20,0.108188068,0.011301239,0,0.181241393478166,-0.7302282996764028,0.8799764489699332,7.585364398095825,0.13794,0.510378,8.572889361236385,1.3183282272517227,65.91641136258613,"Artificial - Terrestrial, Shrubland, Forest","Shrubland, Forest, Plantations & Heavily Degraded Former Forest",80_20_0,2.1396902216529226,49058762.128965646,2.5061606521019826
193850974,22682937,geobiastes squamiger,ANIMALIA,CHORDATA,coraciiformes,AVES,brachypteraciidae,Geobiastes,squamiger,NA,NA,NA,"(Lafresnaye, 1838)",Vulnerable,A3c+4c,3.1,Decreasing,Global,brachypteracias squamiger,brachypteracias squamiger,1504,Nonpasseriformes,Coraciiformes,Brachypteraciidae,Ground-rollers,83,BL3,Scaly Ground-roller,80,10,10,0,0,0,0,0,0,0,Invertebrate,Ref_6,A,Hamish,0,0,90,0,10,0,0,0,Ref_6,1,Christian,0,155,Dunning08,1,NA,NA,20,0,0,0,0.027146623,0,0,0.181241393478166,-0.7475111002033938,0.770350964442942,5.893197072546805,0.155,0.5735,9.087573933674488,1.6968718128542746,84.84359064271372,Forest,Forest,80_0_20,2.1903316981702914,22466633.124499626,2.349210339738929
194662220,22692250,sarothrura watersi,ANIMALIA,CHORDATA,gruiformes,AVES,rallidae,Sarothrura,watersi,NA,NA,NA,"(Bartlett, 1879)",Near Threatened,C2a(i); D1,3.1,Decreasing,Global,NA,sarothrura watersi,3794,Nonpasseriformes,Gruiformes,Rallidae,"Rails, crakes and allies",42,BL3,Slender-billed Flufftail,60,0,0,0,0,0,0,0,30,10,Invertebrate,Ref_3,D1,Carolina,0,10,90,0,0,0,0,0,Genus,0,Morgane,0,26.5,Dunning08,1,NA,NA,0,0,40,40,0.12852617,-0.119324896,0,0.181241393478166,-0.48572190685783967,1.0141948087884964,10.332247690710776,0.0265,0.09805,3.757552394844282,0.9678436192533901,48.39218096266951,"Artificial - Terrestrial, Shrubland, Wetlands (inland)","Shrubland, Wetlands (inland), Arable & Pastureland",60_40_0,1.423245873936808,NA,NA
194884811,22692654,zapornia olivieri,ANIMALIA,CHORDATA,gruiformes,AVES,rallidae,Zapornia,olivieri,NA,NA,NA,"(Grandidier & Berlioz, 1929)",Endangered,C2a(i),3.1,Decreasing,Global,amaurornis olivieri,amaurornis olivieri,3882,Nonpasseriformes,Gruiformes,Rallidae,"Rails, crakes and allies",42,BL3,Sakalava Rail,40,0,10,10,0,0,0,0,20,20,Omnivore,Ref_3,D1,Carolina,0,0,100,0,0,0,0,0,Ref_3,1,Jessica,0,157.35,GenAvg,0,NA,NA,20,0,40,40,0.12852617,-0.119324896,0,0.28471583669890205,-0.7497413659348207,0.8536497929322513,7.139204016423521,0.15735,0.582195,9.156204453811634,1.4007163791643025,70.03581895821513,"Introduced Vegetation, Wetlands (inland)","Introduced Vegetation, Wetlands (inland)",40_40_20,2.196866747249239,NA,NA
196314602,22680225,anas melleri,ANIMALIA,CHORDATA,anseriformes,AVES,anatidae,Anas,melleri,NA,NA,NA,"P.L. Sclater, 1865",Endangered,C2a(ii),3.1,Decreasing,Global,NA,anas melleri,689,Nonpasseriformes,Anseriformes,Anatidae,"Ducks, geese and swans",14,BL3,Meller's Duck,20,0,0,0,0,0,0,0,30,50,PlantSeed,Ref_1,B,Jennifer,0,80,20,0,0,0,0,0,Ref_1,1,Other,0,959.22,Dunning08,1,NA,NA,0,0,80,80,-0.133420457,0.008301065,0,0.34312864063468,-1.0176618341439483,0.5098214626589017,3.234606557521793,0.9592200000000001,3.5491140000000003,22.606910801788025,3.0915661061608497,154.57830530804247,"Artificial - Terrestrial, Wetlands (inland)","Wetlands (inland), Arable & Pastureland",20_80_0,2.981918225344218,1263526.0492175617,1.8842100055752762
196427769,22716767,crossleyia xanthophrys,ANIMALIA,CHORDATA,passeriformes,AVES,bernieridae,Crossleyia,xanthophrys,NA,NA,NA,"(Sharpe, 1875)",Least Concern,NA,3.1,Decreasing,Global,NA,crossleyia xanthophrys,11344,Passeriformes,Passeriformes,Sylviidae,Old World warblers,161,BL3,Madagascar Yellowbrow,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_11,A,Jennifer,0,0,100,0,0,0,0,0,Ref_11,1,Jessica,0,19.9,Dunning08,1,NA,NA,0,0,0,0,0.637010004,0.012465967,0,0.181241393478166,-0.44326943401341284,1.696921978632923,49.764767412673756,0.019899999999999998,0.07363,3.2561818131056506,0.20094537802367518,10.04726890118376,Forest,Forest,100_0_0,1.2988530764097066,365149721.76964486,2.7577840255983475
196446398,22693107,gallinago macrodactyla,ANIMALIA,CHORDATA,charadriiformes,AVES,scolopacidae,Gallinago,macrodactyla,NA,NA,NA,"Bonaparte, 1839",Vulnerable,A2cd+3cd+4cd,3.1,Decreasing,Global,NA,gallinago macrodactyla,4056,Nonpasseriformes,Charadriiformes,Scolopacidae,Sandpipers and allies,59,BL3,Madagascar Snipe,40,0,0,0,0,0,0,0,30,30,PlantSeed,Ref_3,A,Carolina,0,50,50,0,0,0,0,0,Ref_3,1,Jessica,0,216,Dunning08,1,NA,NA,0,0,60,60,0.067490082,0.103167321,0,0.34312864063468,-0.7966967255938883,1.0265633662089617,10.630736808827692,0.216,0.7992,10.727758386540964,0.9406685707519414,47.033428537597075,"Artificial - Terrestrial, Artificial - Aquatic, Wetlands (inland)","Artificial - Aquatic, Wetlands (inland), Arable & Pastureland",40_60_0,2.3344537511509307,7063314.293879775,2.135300398755534
196544442,22680252,anas bernieri,ANIMALIA,CHORDATA,anseriformes,AVES,anatidae,Anas,bernieri,NA,NA,NA,"(Hartlaub, 1860)",Endangered,C2a(ii),3.1,Decreasing,Global,NA,anas bernieri,697,Nonpasseriformes,Anseriformes,Anatidae,"Ducks, geese and swans",14,BL3,Madagascar Teal,30,0,0,0,0,0,0,0,20,50,PlantSeed,Ref_1,D1,Jennifer,0,100,0,0,0,0,0,0,Ref_1,1,Jessica,0,378.48,Dunning08,1,NA,NA,0,0,70,70,-0.133420457,0.008301065,0,0.34312864063468,-0.8798282526585114,0.6476550441443386,4.442782414269843,0.37848000000000004,1.4003760000000003,14.200498019435798,2.250841717541882,112.54208587709408,"Marine Coastal/Supratidal, Savanna, Wetlands (inland), Forest, Marine Neritic","Marine Coastal/Supratidal, Savanna, Wetlands (inland), Forest, Marine Neritic",30_70_0,2.578042935040509,3416929.5650376254,2.0247284850327096
208892008,22715094,newtonia fanovanae,ANIMALIA,CHORDATA,passeriformes,AVES,vangidae,Newtonia,fanovanae,NA,NA,NA,"Gyldenstolpe, 1933",Vulnerable,A2c+3c+4c,3.1,Decreasing,Global,NA,newtonia fanovanae,10885,Passeriformes,Passeriformes,Vangidae,Vangas,131,BL3,Red-tailed Newtonia,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_11,A,Jennifer,0,0,0,0,0,100,0,0,Ref_11,1,Jessica,0,12.7,Dunning08,1,NA,NA,0,0,0,0,0.637010004,-0.059180766,0,0.181241393478166,-0.37670346210560013,1.6918412175407358,49.18596739275726,0.0127,0.04699,2.6012612325562383,0.20331001970843662,10.165500985421831,Forest,Forest,100_0_0,1.1038037209559568,486522223.7322089,2.775286456096502
210019059,22713004,xanthomixis apperti,ANIMALIA,CHORDATA,passeriformes,AVES,bernieridae,Xanthomixis,apperti,NA,NA,NA,"(Colston, 1972)",Vulnerable,A2c,3.1,Decreasing,Global,bernieria apperti,bernieria apperti,10295,Passeriformes,Passeriformes,Sylviidae,Old World warblers,161,BL3,Appert's Tetraka,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_10,A,Carolina,0,0,60,40,0,0,0,0,Ref_10,1,Jessica,0,14.6,Dunning08,1,NA,NA,0,0,0,0,0.637010004,0.012465967,0,0.181241393478166,-0.39736752427929295,1.742823888367043,55.31257645850632,0.0146,0.054020000000000006,2.7890643592430777,0.1807907105448554,9.039535527242771,Forest,Forest,100_0_0,1.1643528557844371,446655642.8895846,2.770402133786571
210407845,22692264,mentocrex kioloides,ANIMALIA,CHORDATA,gruiformes,AVES,rallidae,Mentocrex,kioloides,NA,NA,NA,"(Pucheran, 1845)",Least Concern,NA,3.1,Decreasing,Global,canirallus kioloides,canirallus kioloides,3785,Nonpasseriformes,Gruiformes,Rallidae,"Rails, crakes and allies",42,BL3,Madagascar Wood Rail,40,0,30,0,0,0,0,0,30,0,Omnivore,Ref_3,A,Carolina,0,0,100,0,0,0,0,0,Ref_3,1,Jessica,0,246,Dunning08,1,NA,NA,30,0,30,30,0.12852617,-0.119324896,0,0.28471583669890205,-0.8159725460389211,0.7874186128281508,6.1294091571388245,0.246,0.9102,11.448528289697327,1.631478621125033,81.57393105625165,"Wetlands (inland), Forest","Wetlands (inland), Forest",40_30_30,2.3909351071033793,1635024.442518036,1.8565402814777354
210431496,22708024,xenopirostris xenopirostris,ANIMALIA,CHORDATA,passeriformes,AVES,vangidae,Xenopirostris,xenopirostris,NA,NA,NA,"(Lafresnaye, 1850)",Near Threatened,A2c+3c+4c,3.1,Decreasing,Global,NA,xenopirostris xenopirostris,8721,Passeriformes,Passeriformes,Vangidae,Vangas,131,BL3,Lafresnaye's Vanga,70,0,30,0,0,0,0,0,0,0,Invertebrate,Ref_14,A,Carolina,0,0,0,70,30,0,0,0,Ref_48,1,Jessica,0,59.5,Dunning08,1,NA,NA,30,0,0,0,0.637010004,-0.059180766,0,0.181241393478166,-0.6056028548047827,1.462941824841553,29.0363367723716,0.0595,0.22015,5.630417391277489,0.34439606064615946,17.219803032307972,"Shrubland, Forest","Shrubland, Forest",70_0_30,1.7745169657285496,16692434.3458599,2.2149035419395973
210948813,22708012,calicalicus madagascariensis,ANIMALIA,CHORDATA,passeriformes,AVES,vangidae,Calicalicus,madagascariensis,NA,NA,NA,"(Linnaeus, 1766)",Least Concern,NA,3.1,Decreasing,Global,NA,calicalicus madagascariensis,8717,Passeriformes,Passeriformes,Vangidae,Vangas,131,BL3,Red-tailed Vanga,80,0,10,0,10,0,0,0,0,0,Invertebrate,Ref_14,A,Carolina,0,0,0,50,50,0,0,0,Ref_48,1,Jessica,0,16.39,Dunning08,1,NA,NA,20,0,0,0,0.637010004,-0.059180766,0,0.181241393478166,-0.41450856535829733,1.6540361142880384,45.085419431383265,0.016390000000000002,0.06064300000000001,2.9550959375289327,0.22180119706370424,11.090059853185211,"Forest, Shrubland","Forest, Shrubland",80_0_20,1.2145789535704992,62067440.19869715,2.384892333135939
211083802,22725453,coua cristata,ANIMALIA,CHORDATA,cuculiformes,AVES,cuculidae,Coua,cristata,NA,NA,NA,"(Linnaeus, 1766)",Least Concern,NA,3.1,Decreasing,Global,NA,coua cristata,1814,Nonpasseriformes,Cuculiformes,Cuculidae,Cuckoos,67,BL3,Crested Coua,70,0,0,0,0,0,20,0,10,0,Invertebrate,Ref_4,A,Carolina,0,0,0,0,70,30,0,0,Ref_4,1,Jessica,0,147,Dunning08,1,NA,NA,0,20,10,30,-0.065712095,-0.006864233,0.288727022,0.181241393478166,-0.7396568139614893,0.9672093216848466,9.27276645407478,0.147,0.5439,8.8499491523963,1.0784268157218224,53.92134078609112,"Savanna, Shrubland, Forest","Savanna, Shrubland, Forest",70_30_0,2.167317334748176,31435634.97592712,2.414827151742695
211136059,22725463,coua pyropyga,ANIMALIA,CHORDATA,cuculiformes,AVES,cuculidae,Coua,pyropyga,NA,NA,NA,"Grandidier, 1867",Near Threatened,A2cd+3cd+4cd,3.1,Decreasing,Global,NA,coua pyropyga,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.065712095,-0.006864233,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Savanna, Shrubland, Forest","Savanna, Shrubland, Forest",NA_NA_NA,NA,NA,NA
211188760,22725437,coua ruficeps,ANIMALIA,CHORDATA,cuculiformes,AVES,cuculidae,Coua,ruficeps,NA,NA,NA,"G.R. Gray, 1846",Least Concern,NA,3.1,Stable,Global,NA,coua ruficeps,1813,Nonpasseriformes,Cuculiformes,Cuculidae,Cuckoos,67,BL3,Red-capped Coua,80,0,0,0,0,0,20,0,0,0,Invertebrate,Ref_4,A,Carolina,0,0,100,0,0,0,0,0,Ref_4,1,Jessica,0,180,Dunning08,1,NA,NA,0,20,0,20,-0.065712095,-0.006864233,0.188481263,0.181241393478166,-0.7696739416027789,0.8369464350435569,6.869837036818573,0.18,0.666,9.79305876628952,1.455638604875991,72.78193024379955,"Artificial - Terrestrial, Shrubland, Forest","Shrubland, Forest, Plantations & Heavily Degraded Former Forest",80_20_0,2.255272505103306,41860889.69106122,2.496192061335574
211240263,22708041,falculea palliata,ANIMALIA,CHORDATA,passeriformes,AVES,vangidae,Falculea,palliata,NA,NA,NA,"Geoffroy Saint-Hilaire, 1836",Least Concern,NA,3.1,Decreasing,Global,NA,falculea palliata,8724,Passeriformes,Passeriformes,Vangidae,Vangas,131,BL3,Sickle-billed Vanga,70,0,30,0,0,0,0,0,0,0,Invertebrate,Ref_14,A,Carolina,0,0,0,30,70,0,0,0,Ref_48,1,Jessica,0,111,Dunning08,1,NA,NA,30,0,0,0,0.637010004,-0.059180766,0,0.181241393478166,-0.6980228754490818,1.370521804197254,23.47047095620874,0.111,0.4107,7.690305585605815,0.4260672919030054,21.30336459515027,"Savanna, Shrubland, Forest","Savanna, Shrubland, Forest",70_0_30,2.0453229787866576,13151163.725421013,2.2103290549987342
231072418,22693780,charadrius thoracicus,ANIMALIA,CHORDATA,charadriiformes,AVES,charadriidae,Charadrius,thoracicus,NA,NA,NA,"(Richmond, 1896)",Vulnerable,C2a(i),3.1,Decreasing,Global,NA,charadrius thoracicus,4242,Nonpasseriformes,Charadriiformes,Charadriidae,Plovers,54,BL3,Madagascar Plover,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_3,B,Carolina,0,0,100,0,0,0,0,0,Ref_3,1,Jessica,0,11.5,Dunning08,1,NA,NA,0,0,0,0,0.067490082,0.065481706,0,0.181241393478166,-0.3619923915124054,1.2616948381339304,18.268161323081475,0.0115,0.042550000000000004,2.475318161368352,0.547400464838527,27.37002324192635,"Marine Coastal/Supratidal, Marine Intertidal, Grassland, Forest","Marine Coastal/Supratidal, Marine Intertidal, Grassland, Forest",100_0_0,1.0606978403536116,516399735.97121125,2.7785624302037846
231668509,22688493,tyto soumagnei,ANIMALIA,CHORDATA,strigiformes,AVES,tytonidae,Tyto,soumagnei,NA,NA,NA,"(Grandidier, 1878)",Vulnerable,C2a(i),3.1,Decreasing,Global,NA,tyto soumagnei,2877,Nonpasseriformes,Strigiformes,Tytonidae,Barn owls,70,BL3,Madagascar Red Owl,0,100,0,0,0,0,0,0,0,0,VertFishScav,Ref_5,A,Hamish,0,0,90,10,0,0,0,0,Ref_5,1,Christian,1,284,Dunning08,1,NA,NA,100,0,0,0,0.019870994,0,0,0,-0.8372625447778852,0.49208249739028465,3.1051493777802173,0.284,5.0637122552571014,27.003232487186096,3.2204569839885497,161.02284919942747,"Forest, Artificial - Terrestrial, Artificial - Aquatic","Forest, Artificial - Aquatic, Arable & Pastureland, Plantations & Heavily Degraded Former Forest",0_0_100,2.4533183400470375,35143.513985404505,1.191379916496413
232610024,22682931,brachypteracias leptosomus,ANIMALIA,CHORDATA,coraciiformes,AVES,brachypteraciidae,Brachypteracias,leptosomus,NA,NA,NA,"(Lesson, 1833)",Vulnerable,A3cd+4cd,3.1,Decreasing,Global,NA,brachypteracias leptosomus,1503,Nonpasseriformes,Coraciiformes,Brachypteraciidae,Ground-rollers,83,BL3,Short-legged Ground-roller,80,0,20,0,0,0,0,0,0,0,Invertebrate,Ref_6,A,Hamish,0,0,20,30,30,20,0,0,Ref_6,1,Other,0,185,Dunning08,1,NA,NA,20,0,0,0,0.027146623,0,0,0.181241393478166,-0.77373487972816,0.7441271849181759,5.547881611557044,0.185,0.6845,9.928141820099066,1.8024897970368627,90.12448985184314,Forest,Forest,80_0_20,2.2671717284030137,20543006.288714223,2.3448323506369624
254926243,22697504,lophotibis cristata,ANIMALIA,CHORDATA,pelecaniformes,AVES,threskiornithidae,Lophotibis,cristata,NA,NA,NA,"(Boddaert, 1783)",Vulnerable,A2cd+3cd+4cd,3.1,Decreasing,Global,NA,lophotibis cristata,5306,Nonpasseriformes,Pelecaniformes,Threskiornithidae,Ibises and spoonbills,24,BL3,Madagascar Crested Ibis,80,0,20,0,0,0,0,0,0,0,Invertebrate,Ref_1,B,Jennifer,0,0,100,0,0,0,0,0,Ref_1,1,Jessica,0,583,PrimScale,1,MarceloR,NA,20,0,0,0,-0.131267646,-0.02427147,-0.077298717,0.181241393478166,-0.9438606700039226,0.31401693864241353,2.0607102848966052,0.583,2.1571,17.62448297113989,4.852695729861776,242.6347864930888,Forest,Forest,80_0_20,2.765668554759014,11179499.304240841,2.3119685645300616
256010787,22698767,philepitta schlegeli,ANIMALIA,CHORDATA,passeriformes,AVES,philepittidae,Philepitta,schlegeli,NA,NA,NA,"Schlegel, 1875",Vulnerable,A3c+4c,3.1,Decreasing,Global,NA,philepitta schlegeli,5728,Passeriformes,Passeriformes,Philepittidae,Asities,100,BL3,Schlegel's Asity,10,0,0,0,0,0,70,20,0,0,FruiNect,Ref_8,A,Jennifer,0,0,0,20,20,60,0,0,Ref_8,1,Jessica,0,27.9,Dunning08,1,NA,NA,0,90,0,90,0.637010004,0,0,0.42760614375972505,-0.49335230337504976,1.8807378925528453,75.9867539695101,0.027899999999999998,0.10323,3.855531091821203,0.13160188424435826,6.580094212217913,Forest,Forest,10_90_0,1.4456042032735976,569865.2818913804,1.5669708407146326
256043215,22708033,xenopirostris polleni,ANIMALIA,CHORDATA,passeriformes,AVES,vangidae,Xenopirostris,polleni,NA,NA,NA,"(Schlegel, 1868)",Vulnerable,A2c+3c+4c,3.1,Decreasing,Global,NA,xenopirostris polleni,8723,Passeriformes,Passeriformes,Vangidae,Vangas,131,BL3,Pollen's Vanga,70,0,30,0,0,0,0,0,0,0,Invertebrate,Ref_14,A,Carolina,0,0,0,50,50,0,0,0,Ref_48,1,Jessica,0,61.5,Dunning08,1,NA,NA,30,0,0,0,0.637010004,-0.059180766,0,0.181241393478166,-0.6105029694985458,1.45804171014779,28.710563083752206,0.0615,0.22755,5.7242641448486635,0.348303861921091,17.415193096054548,Forest,Forest,70_0_30,1.7888751157754168,16509258.881619947,2.2148786558295863
260131149,22682961,atelornis crossleyi,ANIMALIA,CHORDATA,coraciiformes,AVES,brachypteraciidae,Atelornis,crossleyi,NA,NA,NA,"Sharpe, 1875",Near Threatened,A2cd+3cd+4cd,3.1,Decreasing,Global,NA,atelornis crossleyi,1507,Nonpasseriformes,Coraciiformes,Brachypteraciidae,Ground-rollers,83,BL3,Rufous-headed Ground-roller,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_6,A,Hamish,0,0,100,0,0,0,0,0,Ref_6,1,Christian,0,79,Dunning08,1,NA,NA,0,0,0,0,0.027146623,0,0,0.181241393478166,-0.6476175804656598,0.8702444841806761,7.417276761471935,0.079,0.2923,6.487773115638369,1.3482037035403183,67.41018517701592,Forest,Forest,100_0_0,1.8976270912904414,145993424.51482177,2.695468486651229
261702880,22724537,calicalicus rufocarpalis,ANIMALIA,CHORDATA,passeriformes,AVES,vangidae,Calicalicus,rufocarpalis,NA,NA,NA,"Goodman, Hawkins & Domergue, 1997",Vulnerable,C2a(ii),3.1,Decreasing,Global,NA,calicalicus rufocarpalis,19653,Passeriformes,Passeriformes,Vangidae,Vangas,131,BL3,Red-shouldered Vanga,80,0,10,0,10,0,0,0,0,0,Invertebrate,Other,D1,Cody,0,0,0,50,50,0,0,0,Other,0,Cody,0,16.8,Dunning08,1,NA,NA,20,0,0,0,0.637010004,-0.059180766,0,0.181241393478166,-0.4181705857781542,1.6503740938681817,44.706852355052845,0.016800000000000002,0.062160000000000014,2.991828872111505,0.22367935726232765,11.183967863116383,Shrubland,Shrubland,80_0_20,1.2253092817258628,61396814.239111066,2.3845770149999184
261974345,22684143,coua delalandei,ANIMALIA,CHORDATA,cuculiformes,AVES,cuculidae,Coua,delalandei,NA,NA,NA,"(Temminck, 1827)",Extinct,NA,3.1,NA,Global,NA,coua delalandei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.065712095,-0.006864233,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,Forest,NA_NA_NA,NA,NA,NA
263643886,22680552,turnix nigricollis,ANIMALIA,CHORDATA,charadriiformes,AVES,turnicidae,Turnix,nigricollis,NA,NA,NA,"(Gmelin, 1789)",Least Concern,NA,3.1,Stable,Global,NA,turnix nigricollis,786,Nonpasseriformes,Charadriiformes,Turnicidae,Buttonquails,47,BL3,Madagascar Buttonquail,50,0,0,0,0,0,0,0,50,0,Omnivore,Ref_3,B,Carolina,0,0,100,0,0,0,0,0,Ref_3,1,Jessica,0,61.3,Dunning08,1,NA,NA,0,0,50,50,0.067490082,-0.060598323,-0.024583688,0.28471583669890205,-0.6100201841545279,0.9664777717125439,9.257160034273275,0.0613,0.22681,5.714948818668458,1.0802449091272561,54.0122454563628,"Grassland, Artificial - Terrestrial, Forest, Shrubland, Savanna","Grassland, Forest, Shrubland, Savanna, Arable & Pastureland",50_50_0,1.787460474518415,19778222.471646067,2.2515282753752603
263646879,22695957,buteo brachypterus,ANIMALIA,CHORDATA,accipitriformes,AVES,accipitridae,Buteo,brachypterus,NA,NA,NA,"Hartlaub, 1860",Least Concern,NA,3.1,Stable,Global,NA,buteo brachypterus,4835,Nonpasseriformes,Accipitriformes,Accipitridae,"Osprey, kites, hawks and eagles",36,BL3,Madagascar Buzzard,10,30,60,0,0,0,0,0,0,0,VertFishScav,Ref_2,A,Jennifer,0,0,60,20,20,0,0,0,Ref_2,1,Jessica,0,511,Dunning08,1,NA,NA,90,0,0,0,-0.462666813,-0.048329803,0,0,-0.9243233290030034,-0.1258458968348335,0.7484350248288095,0.511,9.834106605209556,37.63125497708223,13.361213289406535,668.0606644703267,"Forest, Shrubland, Savanna, Rocky Areas, Artificial - Terrestrial","Forest, Shrubland, Savanna, Rocky Areas, Arable & Pastureland, Plantations & Heavily Degraded Former Forest",10_0_90,2.708420900134713,71704.89481051288,1.3290881195476862
263668973,22693009,pterocles personatus,ANIMALIA,CHORDATA,pterocliformes,AVES,pteroclidae,Pterocles,personatus,NA,NA,NA,"Gould, 1843",Least Concern,NA,3.1,Stable,Global,NA,pterocles personatus,4008,Nonpasseriformes,Pteroclidiformes,Pteroclididae,Sandgrouse,64,BL3,Madagascar Sandgrouse,0,0,0,0,0,0,0,0,100,0,PlantSeed,Ref_4,C,Carolina,0,0,70,30,0,0,0,0,Ref_4,1,Jessica,0,244.5,GenAvg,0,NA,NA,0,0,100,100,0,0,0,0.34312864063468,-0.8150660296376842,0.8375366591651658,6.879179775974185,0.2445,0.9046500000000001,11.413570869802315,1.4536616756150793,72.68308378075396,"Wetlands (inland), Savanna, Shrubland, Rocky Areas","Wetlands (inland), Savanna, Shrubland, Rocky Areas",0_100_0,2.388278863459639,239886.11360573926,1.5076099927739794
263713265,22683156,corythornis madagascariensis,ANIMALIA,CHORDATA,coraciiformes,AVES,alcedinidae,Corythornis,madagascariensis,NA,NA,NA,"(Linnaeus, 1766)",Least Concern,NA,3.1,Decreasing,Global,ceyx madagascariensis,ceyx madagascariensis,1568,Nonpasseriformes,Coraciiformes,Alcedinidae,Kingfishers,85,BL3,Madagascar Pygmy-kingfisher,20,0,80,0,0,0,0,0,0,0,VertFishScav,Ref_6,A,Hamish,0,10,90,0,0,0,0,0,Ref_6,1,Christian,0,17.7,Dunning08,1,NA,NA,80,0,0,0,0.027146623,-0.048256881,0,0,-0.4259052955960139,0.8624584945721561,7.2854854396234066,0.0177,0.22000324454620362,5.6285404160095815,1.3725921330668267,68.62960665334134,"Shrubland, Forest, Savanna","Shrubland, Forest, Savanna",20_0_80,1.2479732663618066,318159.3072703864,1.4541322626335316
263716881,22729402,upupa marginata,ANIMALIA,CHORDATA,bucerotiformes,AVES,upupidae,Upupa,marginata,NA,NA,NA,"Cabanis & Heine, 1860",Least Concern,NA,3.1,Stable,Global,NA,upupa marginata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.253473288,0.007323576,0.031842395,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Artificial - Terrestrial, Forest, Savanna, Grassland","Forest, Savanna, Grassland, Arable & Pastureland, Plantations & Heavily Degraded Former Forest, Urban & Rural Gardens",NA_NA_NA,NA,NA,NA
263787734,22719753,lepidopygia nana,ANIMALIA,CHORDATA,passeriformes,AVES,estrildidae,Lepidopygia,nana,NA,NA,NA,"(Pucheran, 1845)",Least Concern,NA,3.1,Stable,Global,lonchura nana,lonchura nana,12165,Passeriformes,Passeriformes,Estrildidae,"Waxbills, grass finches, munias and allies",169,BL3,Madagascar Munia,0,0,0,0,0,0,0,0,100,0,PlantSeed,Ref_15,A,Jennifer,0,0,50,50,0,0,0,0,Ref_27,1,Jessica,0,8.2,Dunning08,1,NA,NA,0,0,100,100,0.637010004,0.007847161,0,0.34312864063468,-0.3118641796341049,1.9855956741687448,96.7376814272726,0.008199999999999999,0.03034,2.0902057315010882,0.10337233487984722,5.168616743992361,"Artificial - Terrestrial, Shrubland, Savanna, Wetlands (inland), Forest, Grassland","Shrubland, Savanna, Wetlands (inland), Forest, Grassland, Arable & Pastureland, Urban & Rural Gardens",0_100_0,0.9138138523837167,246813.7767003653,1.3855398429393049
